realization,station_id,point_id,longitude,latitude,date,tmax,tmin,prcp
1,87448,1,5001635.86109091,6256576.54050352,2010-04-19,28.4152975060236,8.97858266135853,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-20,25.0994581686534,12.852887777751,14.7612597899072
1,87448,1,5001635.86109091,6256576.54050352,2010-04-21,18.783161244023,8.73932943351511,0.250666712832135
1,87448,1,5001635.86109091,6256576.54050352,2010-04-22,16.8050381391573,5.60253940537115,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-23,19.9847337224026,6.61309360671791,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-24,28.273038539945,4.03494103995136,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-25,28.4558464448758,4.52623536831984,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-26,27.9385020514104,10.3355842129788,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-27,22.6245902597658,11.018216652336,0.389140948037242
1,87448,1,5001635.86109091,6256576.54050352,2010-04-28,18.898492269609,9.10223004549141,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-29,20.9297943252279,4.42532100523929,0
1,87448,1,5001635.86109091,6256576.54050352,2010-04-30,22.4692117056531,6.93852472541894,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-01,19.52616820801,2.83222599484526,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-02,22.9467719908818,2.51928462565778,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-03,24.6294425154764,1.62307568399812,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-04,22.6143618375442,6.92001346275871,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-05,21.1081250162108,3.35429672857295,11.971188719773
1,87448,1,5001635.86109091,6256576.54050352,2010-05-06,20.5765959608817,2.59680563082266,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-07,18.4397669854832,0.107725863517432,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-08,17.3553320931532,1.76892074596568,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-09,19.5082996010417,1.6845704839064,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-10,23.3713065554826,3.56344039089583,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-11,18.4642017383989,0.428006834651154,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-12,23.7012628252012,2.30036734542969,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-13,20.0639542008769,3.7393745278735,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-14,23.6649913775828,6.42200266770672,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-15,25.2135002633746,2.08230555339942,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-16,24.2265989691085,-0.0546218297457255,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-17,26.2945110384166,4.98211267821199,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-18,22.4912261685035,5.12903202999661,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-19,26.6035156283097,4.26342766789551,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-20,29.2195966957584,6.77907369891597,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-21,28.6377685842184,5.23977636949363,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-22,29.5471954968291,6.86044582582543,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-23,22.6340135000066,8.12770798146383,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-24,18.3636690765594,7.32606062586491,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-25,14.3979948984568,9.26633129938412,5.17328603802774
1,87448,1,5001635.86109091,6256576.54050352,2010-05-26,12.1815069817495,2.22571385510489,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-27,12.4473334010817,4.64614061062859,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-28,12.2143982697502,2.13859845879854,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-29,21.2845329905096,-1.01503710066749,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-30,20.8247094398909,2.18542445365031,0
1,87448,1,5001635.86109091,6256576.54050352,2010-05-31,24.5176267652915,4.22367035039008,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-01,16.6724335254923,2.27804902893823,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-02,17.0711627433106,-0.0961409691665732,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-03,14.3070740629214,-3.02077209053715,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-04,17.3561520938558,-6.53120210162752,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-05,21.6741564690229,0.261957112759053,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-06,19.7067583645481,-0.149737308588598,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-07,24.1209760737108,-2.87479299356031,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-08,28.2655807898256,1.73279051227771,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-09,23.0526061399543,9.06760988102587,1.87768854894074
1,87448,1,5001635.86109091,6256576.54050352,2010-06-10,12.6406100126961,9.97201944118306,0.716277003521385
1,87448,1,5001635.86109091,6256576.54050352,2010-06-11,18.2920793721447,4.63056641573789,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-12,15.4802863642239,-1.24629285839732,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-13,20.4827118617455,-7.28365442166402,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-14,23.2589790392132,0.269373986862682,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-15,21.3600060397049,1.81191871826449,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-16,19.1852712541116,5.2204320840804,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-17,14.3951615642248,-0.904341211850084,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-18,19.3684494735305,-3.72751561573458,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-19,22.9107117347574,-2.24153924550935,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-20,17.9231459520979,4.10775068142188,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-21,14.5923133150584,-4.77156048733354,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-22,19.1282169890553,-1.98660983427185,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-23,18.3672687117379,1.66571161157598,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-24,19.2723733268146,3.14310382306106,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-25,16.4898693372526,3.03166446124002,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-26,14.496761833814,6.06117403830509,0.597680015914792
1,87448,1,5001635.86109091,6256576.54050352,2010-06-27,11.66715841903,-6.5956308689923,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-28,18.0283224411105,-5.377914360705,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-29,16.5417051864122,-2.69015387324644,0
1,87448,1,5001635.86109091,6256576.54050352,2010-06-30,16.4564380990193,-4.4556195766566,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-01,13.7232118648712,-5.88439653662112,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-02,16.0545365919824,-3.73280062665813,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-03,18.4899863393324,1.64951608116643,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-04,14.7606954853864,0.274399327717397,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-05,9.50300534201898,-4.07298338670132,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-06,9.38798094670025,1.60851443685905,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-07,7.54047723383491,0.471067178229825,1.14987328223606
1,87448,1,5001635.86109091,6256576.54050352,2010-07-08,14.4478837423734,-3.03174861399809,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-09,21.0269213355139,-3.51059059145594,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-10,25.1409943516906,-6.26764382027043,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-11,18.4766692679493,-3.61721382898608,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-12,22.006308876859,-4.03530903623562,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-13,22.6160975324932,1.84652815871154,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-14,17.2210454317329,6.42699674881995,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-15,21.5441959944885,2.42906547984393,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-16,24.6902290844245,-0.249864080276045,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-17,24.3490399692225,6.08273750830776,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-18,20.6994936791557,1.58800327728365,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-19,19.0057388422627,-0.750334936554872,1.4442051713665
1,87448,1,5001635.86109091,6256576.54050352,2010-07-20,14.4284190162542,-1.11816474016633,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-21,10.8975299284843,-2.60670599002491,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-22,9.78095917169321,-3.38177986208296,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-23,15.658437316563,-5.7371682829169,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-24,17.7440353849511,1.63462550348246,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-25,17.5158055318763,3.346216640864,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-26,24.3341083468876,-0.459801638140104,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-27,18.09030464184,1.60131371161063,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-28,13.4030257380019,-2.40096366754254,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-29,20.0340093837913,-6.01295534594504,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-30,15.5177229487216,-1.22941278851127,0
1,87448,1,5001635.86109091,6256576.54050352,2010-07-31,14.3803418878081,-3.19903063837962,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-01,13.7186323677966,-2.15491142562576,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-02,24.3065232855394,-8.85859768377705,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-03,23.7367566889006,-4.953610503257,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-04,21.7780157474103,5.16860739742374,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-05,26.6904068325808,-0.156793805794988,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-06,22.8121752263065,0.271707824888984,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-07,20.4856349372821,-0.00589153477334614,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-08,17.949765741226,-0.399532057187058,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-09,28.6075092813159,-3.38208029797953,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-10,28.7104699658227,1.71528567710499,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-11,29.5975228623989,5.31149690935564,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-12,26.1855958952727,5.3334333778,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-13,22.8021485957885,8.45188973448262,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-14,22.0061568382978,3.84490565667884,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-15,13.9671500684357,-1.15066489958423,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-16,13.9847105968991,-3.92754599529272,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-17,17.8144298221226,-4.81264912378694,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-18,18.1918397205659,-3.00513459266367,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-19,10.695518908055,-8.22585502900291,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-20,14.2612739758411,-10.6299702960032,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-21,15.4961856183643,-2.69897192164634,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-22,13.5234140866555,-1.24398921055912,0.060098049659347
1,87448,1,5001635.86109091,6256576.54050352,2010-08-23,16.0775634162092,-9.47066853491025,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-24,21.8399712222154,-4.19782399135138,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-25,10.8027467564324,1.05563017419348,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-26,20.181661865188,-9.51188034708473,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-27,19.5002899022019,-2.93635390667524,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-28,21.2686424316856,0.772315144263181,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-29,25.0157230657416,-0.705355931006436,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-30,26.7743825993119,-2.27499927102481,0
1,87448,1,5001635.86109091,6256576.54050352,2010-08-31,24.3251975273917,1.39135570875421,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-01,24.391220627372,3.9893996568233,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-02,14.2323143693154,2.92940032396969,16.7313400331652
1,87448,1,5001635.86109091,6256576.54050352,2010-09-03,9.62325857673992,-4.85299615315338,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-04,10.1788567112067,-6.45105685263194,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-05,8.29301726606276,-10.5489761597268,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-06,12.8509807431323,-8.3115968790565,1.42575211869264
1,87448,1,5001635.86109091,6256576.54050352,2010-09-07,10.0560917917971,-0.87969138480139,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-08,14.8348979966281,-4.78088658004652,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-09,14.5940824788071,-3.64237124141738,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-10,24.4225596055051,-3.03715209744673,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-11,32.4907929801816,6.60652598635021,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-12,30.4499647209217,7.97585888197353,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-13,23.1168750749828,6.67964191570879,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-14,15.4311501721843,-3.40477533651404,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-15,17.5599336655223,-1.89646535701995,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-16,21.320304705547,-2.18407201858082,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-17,21.90272180116,5.32595980486012,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-18,19.783155482121,5.6480143738761,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-19,18.7610614747341,1.49076463288918,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-20,20.8902130618929,7.73517034254458,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-21,23.5582884748488,6.24983511770028,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-22,22.4747317866564,13.1017636825225,31.2146854035196
1,87448,1,5001635.86109091,6256576.54050352,2010-09-23,12.0419508051014,4.4952575231717,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-24,27.0618106876667,2.62958451373402,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-25,24.7642150036368,2.50536106008069,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-26,19.4437476778045,5.5485687994916,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-27,23.0351724199028,5.39525640233042,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-28,15.1716380402746,0.452092419446496,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-29,17.0137628226407,-3.8957213209541,0
1,87448,1,5001635.86109091,6256576.54050352,2010-09-30,16.4791873044643,-1.90992376059265,0.226396250621442
1,87448,1,5001635.86109091,6256576.54050352,2010-10-01,15.3378850664818,3.03380667803725,0
1,87448,1,5001635.86109091,6256576.54050352,2010-10-02,14.7965602447538,-2.67954995142548,0.0735531610693892
1,87448,1,5001635.86109091,6256576.54050352,2010-10-03,24.0232856524191,-2.20510606687454,0
1,87448,1,5001635.86109091,6256576.54050352,2010-10-04,19.2302830496244,-0.0306860163325706,0
1,87448,1,5001635.86109091,6256576.54050352,2010-10-05,21.4640442528924,1.29801639891444,0
1,87448,1,5001635.86109091,6256576.54050352,2010-10-06,21.5710051310048,2.30044066909055,0
1,87448,1,5001635.86109091,6256576.54050352,2010-10-07,15.1602518428284,7.2279669847339,4.29237271052301
1,87448,1,5001635.86109091,6256576.54050352,2010-10-08,24.2206945946708,4.39681953984514,0
1,87448,1,5001635.86109091,6256576.54050352,2010-10-09,17.2654121366731,4.72427177471965,8.6956050260092
1,87448,1,5001635.86109091,6256576.54050352,2010-10-10,14.5116045225274,-2.74744076923408,1.6614155105377
