"station_id","year","season","seasonal_prcp","seasonal_tmax","seasonal_tmin"
87448,1989,2,126.2,23.9831460674157,7.32921348314607
87448,1989,3,31.9,19.2977272727273,1.32666666666667
87448,1989,4,112.7,25.2825581395349,7.2632183908046
87448,1990,1,235.4,30.9413793103448,14.9435294117647
87448,1990,2,162.1,22.1910112359551,7.68823529411765
87448,1990,3,18.4,18.9741573033708,0.508333333333333
87448,1990,4,201.4,24.9926829268293,8.44705882352941
87448,1991,1,292.3,28.9918604651163,13.8964705882353
87448,1991,2,242.7,24.5269662921348,9.41538461538462
87448,1991,3,90,16.6395604395604,0.773033707865169
87448,1991,4,231.8,24.0707317073171,8.00352941176471
87448,1992,1,271.607303137569,29.4965909090909,14.4952941176471
87448,1992,2,133.483657301878,24.4112359550562,7.54494382022472
87448,1992,3,38,17.2384615384615,0.782558139534884
87448,1992,4,128.3,24.4988235294118,7.85068762264507
87448,1993,1,206.9,30.7841463414634,14.6716049382716
87448,1993,2,130.6,23.6835164835165,9.27191011235955
87448,1993,3,20.3,17.7820224719101,-0.374418604651163
87448,1993,4,217.3,23.3629213483146,8.07777777777778
87448,1994,1,214.6,26.5983992610894,10.7832079042558
87448,1994,2,145.2,24.2056818181818,8.33372093023256
87448,1994,3,19.5,18.5340659340659,2.14651162790698
87448,1994,4,179.2,24.6102272727273,9.58202247191011
87448,1995,1,265,30.3567901234568,14.5596672198294
87448,1995,2,80.6,25.1,7.47906976744186
87448,1995,3,2.1,17.703488372093,-0.986904761904762
87448,1995,4,173.4,25.8488636363636,8.52976190476191
87448,1996,1,298,30.0089887640449,14.2619047619048
87448,1996,2,174,24.7315217391304,8.8032967032967
87448,1996,3,10.9,18.4505617977528,0.313483146067416
87448,1996,4,147.7,25.9835294117647,8.27816091954023
87448,1997,1,339.9,29.9964285714286,14.8493975903614
87448,1997,2,61.5,26.6630434782609,9.67415730337079
87448,1997,3,45.5,18.0717647058824,2.96190476190476
87448,1997,4,210.3,23.7877777777778,8.72413793103448
87448,1998,1,281.2,29.1470588235294,13.6583333333333
87448,1998,2,227.5,22.2282608695652,8.88295454545455
87448,1998,3,31.6,18.4602272727273,2.23932584269663
87448,1998,4,241.4,24.5197674418605,8.31647058823529
87448,1999,1,254.906617709025,29.9833333333333,14.2267441860465
87448,1999,2,129.7,21.9277777777778,9.00549450549451
87448,1999,3,67.5,17.0241758241758,0.68
87448,1999,4,192.8,24.3272727272727,8.88023255813953
87448,2000,1,186,29.8311111111111,14.5906976744186
87448,2000,2,245.2,22.4711111111111,9.00989010989011
87448,2000,3,58.8,16.2877777777778,0.628409090909091
87448,2000,4,129,23.5522727272727,7.33295454545455
87448,2001,1,181.1,32.1741176470588,15.1962962962963
87448,2001,2,152.5,22.8977272727273,8.99545454545455
87448,2001,3,19.6,18.1395604395604,2.33333333333333
87448,2001,4,184.1,23.2079545454545,9.13258426966292
87448,2002,1,378.1,28.564367816092,14.1761363636364
87448,2002,2,143.1,22.9677777777778,9.45384615384615
87448,2002,3,12.2,17.8797752808989,0.754545454545455
87448,2002,4,117.4,26.1494382022472,8.94505494505495
87448,2003,1,199.4,31.2126436781609,14.1120481927711
87448,2003,2,112.8,23.9715909090909,9.29333333333333
87448,2003,3,17.6,17.9781609195402,1.02857142857143
87448,2003,4,102.046100405226,28.546511627907,8.71034482758621
87448,2004,1,303.3,30.796511627907,14.66
87448,2004,2,209.4,22.9417582417582,8.46923076923077
87448,2004,3,16.6,17.7953488372093,1.17303370786517
87448,2004,4,108.3,25.1644444444444,7.61685393258427
87448,2005,1,268.058644907422,30.9258426966292,15.1264367816092
87448,2005,2,133.6,24.3011111111111,6.89120879120879
87448,2005,3,58,17.7157303370787,2.64204545454545
87448,2005,4,135.5,25.9511111111111,7.33218390804598
87448,2006,1,312.8,31.3246913580247,15.9345238095238
87448,2006,2,152.8,24.6188888888889,7.6438202247191
87448,2006,3,9.4,19.583908045977,1.34578313253012
87448,2006,4,134.4,26.8311111111111,8.88795180722892
87448,2007,1,380,29.85,14.316091954023
87448,2007,2,219.7,22.7239130434783,7.68202247191011
87448,2007,3,25.5,16.3068965517241,-1.83888888888889
87448,2007,4,166.5,25.4588888888889,8.93522727272727
87448,2008,1,434.7,29.8318181818182,14.9488095238095
87448,2008,2,193.9,24.946511627907,7.29090909090909
87448,2008,3,40.3,19.476404494382,0.967058823529412
87448,2008,4,90.7,27.4325842696629,8.87906976744186
87448,2009,1,362.5,29.5420454545455,14.3349397590361
87448,2009,2,42.1,27.1965517241379,9.32527472527473
87448,2009,3,1,20.2494382022472,0.208333333333333
87448,2009,4,94.1,26.0431818181818,8.62500470383863
87448,2010,1,163.8,31.3390804597701,15.7211764705882
87448,2010,2,140.836270737457,24.7648351648352,7.95795454545455
87448,2010,3,1,18.0046511627907,0.756342500452009
87448,2010,4,196.5,24.5261363636364,7.86626506024096
87448,2011,1,236.632710809684,31.0415730337079,14.2057471264368
87448,2011,2,146,24.9549450549451,7.46043956043956
87448,2011,3,8.3,18.13,-0.980898876404494
87448,2011,4,162.7,27.1126436781609,9.18941176470588
87448,2012,1,246.3,31.3681818181818,15.4623529411765
87448,2012,2,172.5,24.7130434782609,9.60652173913043
87448,2012,3,47,18.2366666666667,-0.0910112359550562
87448,2012,4,325.7,24.547191011236,9.89545454545455
87448,2013,1,248,31.7719101123595,15.4640449438202
87448,2013,2,130.95323001885,25.0333333333333,7.78888888888889
87448,2013,3,70.3711583346631,19.7325842696629,3.14656403963559
87448,2013,4,138,25.3125,8.66436781609195
87448,2014,1,265.199619120521,30.5696629213483,14.8523255813953
87448,2014,2,176,22.9857142857143,8.48444444444444
87448,2014,3,6,20.3772727272727,2.76058197623076
87448,2014,4,166.2,27.1897727272727,9.93953488372093
87448,2015,1,474.8,29.8542168674699,15.7517647058824
87448,2015,2,259,25.4010989010989,11.0054347826087
87448,2015,3,45,19.7775280898876,2.18314606741573
87448,2015,4,237,22.3134831460674,7.73932584269663
87448,2016,1,390,30.3881120467195,16.0244186046512
87448,2016,2,199.5,21.1311111111111,9.64505494505494
87448,2016,3,33,17.9,0.723809523809524
87448,2016,4,207.3,24.9837209302326,9.36426465145072
87448,2017,1,245.5,31.4511904761905,15.1329411764706
87448,2017,2,218.9,23.3177777777778,9.16590909090909
87448,2017,3,33.3,18.9162790697674,2.08604651162791
87448,2017,4,178.2,25.4364705882353,9.32123103893741
87448,2018,1,168.2,31.7423529411765,14.78
87448,2018,2,172.216501360312,25.6035714285714,9.37268811374742
87448,2018,3,21.5,17.3518072289157,-0.817857142857143
87448,2018,4,148.9,26.1795454545455,10.2584269662921
