"","date","station_id","tmax","tmin","prcp"
"1",1970-01-01,90000002,34.1,22.5,0
"2",1970-01-02,90000002,34.2,23.1,2.2
"3",1970-01-03,90000002,29.2,21.5,2
"4",1970-01-04,90000002,28,20,0
"5",1970-01-05,90000002,37,21.6,28
"6",1970-01-06,90000002,28.7,19.2,0
"7",1970-01-07,90000002,30.2,16.7,11.3
"8",1970-01-08,90000002,26.7,19.3,0.2
"9",1970-01-09,90000002,23.2,16.7,0
"10",1970-01-10,90000002,21.3,10.5,0
"11",1970-01-11,90000002,25.5,11.5,0
"12",1970-01-12,90000002,29.9,15.1,0
"13",1970-01-13,90000002,27.1,19.6,0
"14",1970-01-14,90000002,25.1,15,0
"15",1970-01-15,90000002,25.1,12.4,0
"16",1970-01-16,90000002,28.2,14.1,0
"17",1970-01-17,90000002,31.9,16.1,0
"18",1970-01-18,90000002,32.6,18.1,0
"19",1970-01-19,90000002,34.3,21.3,0
"20",1970-01-20,90000002,32,18.6,0
"21",1970-01-21,90000002,32.6,19.9,0
"22",1970-01-22,90000002,31.7,18.8,0
"23",1970-01-23,90000002,33.6,18.2,9.6
"24",1970-01-24,90000002,25.2,17.9,3
"25",1970-01-25,90000002,26.2,17.8,0
"26",1970-01-26,90000002,24.2,15.7,1.8
"27",1970-01-27,90000002,25.7,14.7,0
"28",1970-01-28,90000002,28.7,17.8,0.3
"29",1970-01-29,90000002,30,18.1,0
"30",1970-01-30,90000002,34,17.5,0
"31",1970-01-31,90000002,32.9,20.3,0
"32",1970-02-01,90000002,37.4,22,14.3
"33",1970-02-02,90000002,29,21.1,0.4
"34",1970-02-03,90000002,27.9,19.2,0
"35",1970-02-04,90000002,30.1,16.6,0
"36",1970-02-05,90000002,24,15.9,10.8
"37",1970-02-06,90000002,19.1,14.5,1.6
"38",1970-02-07,90000002,20.2,12.7,0
"39",1970-02-08,90000002,27.8,14,0.5
"40",1970-02-09,90000002,27.4,17.1,0
"41",1970-02-10,90000002,33.2,16.4,0
"42",1970-02-11,90000002,34.6,19.9,0
"43",1970-02-12,90000002,33.2,20.7,0
"44",1970-02-13,90000002,31.3,19.3,0
"45",1970-02-14,90000002,33.3,17.6,0
"46",1970-02-15,90000002,32.7,17.4,0
"47",1970-02-16,90000002,32.5,21.6,0.1
"48",1970-02-17,90000002,30.5,21.6,0
"49",1970-02-18,90000002,29.9,20,0
"50",1970-02-19,90000002,31.1,17.1,0
"51",1970-02-20,90000002,31.6,19.5,0
"52",1970-02-21,90000002,30,17.1,0
"53",1970-02-22,90000002,30.2,14.5,0
"54",1970-02-23,90000002,33.9,17,0
"55",1970-02-24,90000002,34.7,17.8,0
"56",1970-02-25,90000002,35.7,20,0
"57",1970-02-26,90000002,36.6,24.5,0
"58",1970-02-27,90000002,38.2,25.1,9.2
"59",1970-02-28,90000002,23,16.7,1.2
"60",1970-03-01,90000002,30.5,17.3,0
"61",1970-03-02,90000002,36,22.8,0
"62",1970-03-03,90000002,34.1,24,0
"63",1970-03-04,90000002,31.8,20.9,0
"64",1970-03-05,90000002,35.4,17.1,0
"65",1970-03-06,90000002,36.1,21.5,2.8
"66",1970-03-07,90000002,32.5,20,0
"67",1970-03-08,90000002,22.8,15.4,0
"68",1970-03-09,90000002,31.7,14,25.4
"69",1970-03-10,90000002,24.9,16.1,0
"70",1970-03-11,90000002,25.2,13.9,0
"71",1970-03-12,90000002,19.5,12.5,0
"72",1970-03-13,90000002,21.8,10.7,0.6
"73",1970-03-14,90000002,24.7,13.7,0
"74",1970-03-15,90000002,18.8,16.2,27.1
"75",1970-03-16,90000002,18.6,14,6.7
"76",1970-03-17,90000002,19.6,13.1,0
"77",1970-03-18,90000002,23.4,10.7,0
"78",1970-03-19,90000002,25.2,11.7,0
"79",1970-03-20,90000002,27.7,13.5,0
"80",1970-03-21,90000002,28.5,17.6,0
"81",1970-03-22,90000002,32.2,18.2,17
"82",1970-03-23,90000002,20.2,17.6,4.7
"83",1970-03-24,90000002,21.6,14.3,0
"84",1970-03-25,90000002,25.8,12.9,0
"85",1970-03-26,90000002,27.4,16,0
"86",1970-03-27,90000002,28.3,16.8,0
"87",1970-03-28,90000002,31.8,18.3,19.6
"88",1970-03-29,90000002,24.8,17.1,0
"89",1970-03-30,90000002,26.7,13.1,0
"90",1970-03-31,90000002,28.1,16,17.8
"91",1970-04-01,90000002,21.9,17.6,3.4
"92",1970-04-02,90000002,20.2,14.5,0
"93",1970-04-03,90000002,24.6,10.4,0
"94",1970-04-04,90000002,20.2,15.3,0.4
"95",1970-04-05,90000002,20.7,12.2,0
"96",1970-04-06,90000002,22.5,10.3,0
"97",1970-04-07,90000002,24.5,11.3,0
"98",1970-04-08,90000002,24.9,13.6,0
"99",1970-04-09,90000002,26.6,13.2,0
"100",1970-04-10,90000002,27.9,14.9,0
"101",1970-04-11,90000002,29.3,15.3,5.9
"102",1970-04-12,90000002,23.7,17.3,21.1
"103",1970-04-13,90000002,23.2,16.4,0
"104",1970-04-14,90000002,19.5,12.1,0
"105",1970-04-15,90000002,17.1,10.6,0
"106",1970-04-16,90000002,23.6,9.1,0
"107",1970-04-17,90000002,27.9,15.1,10.2
"108",1970-04-18,90000002,23.7,17.4,2.2
"109",1970-04-19,90000002,24.4,17.7,40
"110",1970-04-20,90000002,28.2,19.4,0
"111",1970-04-21,90000002,28.7,20,0
"112",1970-04-22,90000002,25.6,18,0
"113",1970-04-23,90000002,29.2,20.9,0
"114",1970-04-24,90000002,28.1,20,0
"115",1970-04-25,90000002,30.1,20.2,28.8
"116",1970-04-26,90000002,22.3,11.3,0
"117",1970-04-27,90000002,19.4,7.7,0
"118",1970-04-28,90000002,22.4,11.2,0
"119",1970-04-29,90000002,22.4,10.9,0
"120",1970-04-30,90000002,22.3,9.9,0
"121",1970-05-01,90000002,22,14.1,0
"122",1970-05-02,90000002,24.2,12.5,0
"123",1970-05-03,90000002,25.6,13.4,0
"124",1970-05-04,90000002,21.2,11,20.7
"125",1970-05-05,90000002,11.2,4.9,0
"126",1970-05-06,90000002,15.8,2.5,0
"127",1970-05-07,90000002,16.2,4.2,0
"128",1970-05-08,90000002,20.7,8.3,0
"129",1970-05-09,90000002,17.6,8.2,0
"130",1970-05-10,90000002,16.8,6.7,0
"131",1970-05-11,90000002,14.3,7.9,0
"132",1970-05-12,90000002,18.9,5.3,0
"133",1970-05-13,90000002,18.8,14.3,102
"134",1970-05-14,90000002,21,15.8,4.7
"135",1970-05-15,90000002,16.3,8.5,0
"136",1970-05-16,90000002,15.1,6.4,0
"137",1970-05-17,90000002,11.5,7.3,0
"138",1970-05-18,90000002,12,10,12
"139",1970-05-19,90000002,12.2,9,20.3
"140",1970-05-20,90000002,12.3,5.9,0
"141",1970-05-21,90000002,16.7,5.7,0
"142",1970-05-22,90000002,19.3,8.6,0
"143",1970-05-23,90000002,19.6,8.7,0
"144",1970-05-24,90000002,20.4,7.9,0
"145",1970-05-25,90000002,20.8,10.6,0
"146",1970-05-26,90000002,17.9,10,0
"147",1970-05-27,90000002,22,9.8,2.7
"148",1970-05-28,90000002,20.9,12.9,0
"149",1970-05-29,90000002,19.9,12.9,14.7
"150",1970-05-30,90000002,16.5,9.8,0
"151",1970-05-31,90000002,16.8,10,0
"152",1970-06-01,90000002,15.4,9.7,0
"153",1970-06-02,90000002,10.9,7.8,1.7
"154",1970-06-03,90000002,14.3,10.9,3
"155",1970-06-04,90000002,13.5,5.5,0
"156",1970-06-05,90000002,10,2.8,0
"157",1970-06-06,90000002,14,1.9,0
"158",1970-06-07,90000002,13.2,0.4,0
"159",1970-06-08,90000002,15.4,3.6,0
"160",1970-06-09,90000002,17.3,8.6,0
"161",1970-06-10,90000002,21.4,15.8,20.5
"162",1970-06-11,90000002,20.8,13.7,0
"163",1970-06-12,90000002,19.8,13.3,7.7
"164",1970-06-13,90000002,14.9,5.8,0
"165",1970-06-14,90000002,14.6,5.3,0
"166",1970-06-15,90000002,17.1,6,0
"167",1970-06-16,90000002,19.6,7.1,0
"168",1970-06-17,90000002,13.7,10.6,2
"169",1970-06-18,90000002,13.1,5.1,0
"170",1970-06-19,90000002,12.7,3.5,15.9
"171",1970-06-20,90000002,13.4,10.5,0.4
"172",1970-06-21,90000002,11,9.4,0.5
"173",1970-06-22,90000002,11.4,5.1,0.3
"174",1970-06-23,90000002,10.6,4.1,0
"175",1970-06-24,90000002,10.9,3,0
"176",1970-06-25,90000002,11.6,-0.1,0
"177",1970-06-26,90000002,12.2,3.2,0
"178",1970-06-27,90000002,13.1,6.2,0.7
"179",1970-06-28,90000002,10.1,4.2,0
"180",1970-06-29,90000002,12.4,0,0
"181",1970-06-30,90000002,6.8,0.3,0
"182",1970-07-01,90000002,7.6,-0.4,0
"183",1970-07-02,90000002,11,-1.3,0
"184",1970-07-03,90000002,12.8,3.5,0
"185",1970-07-04,90000002,12.4,5.3,0
"186",1970-07-05,90000002,11.2,3.9,0
"187",1970-07-06,90000002,9.6,3.8,0
"188",1970-07-07,90000002,12.8,0.3,0
"189",1970-07-08,90000002,14.8,2.4,0
"190",1970-07-09,90000002,15.8,4,0
"191",1970-07-10,90000002,16.3,2.5,0
"192",1970-07-11,90000002,10.7,3.2,0
"193",1970-07-12,90000002,12.2,-0.4,0
"194",1970-07-13,90000002,15,2.9,0.2
"195",1970-07-14,90000002,14,2.5,0
"196",1970-07-15,90000002,21,10.1,0
"197",1970-07-16,90000002,24.4,12.1,0
"198",1970-07-17,90000002,23,10.5,35.9
"199",1970-07-18,90000002,18.3,10.1,22.3
"200",1970-07-19,90000002,13.6,6.6,0.2
"201",1970-07-20,90000002,14.2,4.7,0
"202",1970-07-21,90000002,15.3,3.3,0
"203",1970-07-22,90000002,17.6,11.8,0
"204",1970-07-23,90000002,19.2,9.1,0
"205",1970-07-24,90000002,22.9,12.9,0
"206",1970-07-25,90000002,24,15.4,0
"207",1970-07-26,90000002,17.9,10.4,53.1
"208",1970-07-27,90000002,12.6,6.8,0
"209",1970-07-28,90000002,14.8,5,0
"210",1970-07-29,90000002,12.4,7.6,5.1
"211",1970-07-30,90000002,14,3.9,0
"212",1970-07-31,90000002,19.7,6.3,0
"213",1970-08-01,90000002,25.2,12.2,11.5
"214",1970-08-02,90000002,23.9,12.6,0
"215",1970-08-03,90000002,12.3,9.8,2.7
"216",1970-08-04,90000002,10.4,8.2,0
"217",1970-08-05,90000002,14.5,8.1,0
"218",1970-08-06,90000002,12.1,9.1,47.4
"219",1970-08-07,90000002,10.8,6.1,0
"220",1970-08-08,90000002,10,3.5,0
"221",1970-08-09,90000002,14.1,1.3,0
"222",1970-08-10,90000002,14.4,2.5,0
"223",1970-08-11,90000002,20,7.9,0
"224",1970-08-12,90000002,20.2,10,0
"225",1970-08-13,90000002,15.3,7,0
"226",1970-08-14,90000002,17.1,4.3,0
"227",1970-08-15,90000002,19.1,7.6,0
"228",1970-08-16,90000002,22.2,8.8,0
"229",1970-08-17,90000002,26.1,15.3,0
"230",1970-08-18,90000002,24.6,16,0
"231",1970-08-19,90000002,25,10.3,5.8
"232",1970-08-20,90000002,13.2,6.4,0
"233",1970-08-21,90000002,17.3,2.9,0
"234",1970-08-22,90000002,17,2,0
"235",1970-08-23,90000002,16.9,4,0
"236",1970-08-24,90000002,16.1,2.7,0
"237",1970-08-25,90000002,9.4,1.1,0
"238",1970-08-26,90000002,11.5,1.8,0
"239",1970-08-27,90000002,12.1,-0.1,0
"240",1970-08-28,90000002,14.4,8.3,0
"241",1970-08-29,90000002,13.8,8.2,0
"242",1970-08-30,90000002,14.2,7.9,0
"243",1970-08-31,90000002,16.6,4.2,0
"244",1970-09-01,90000002,19.8,7.1,0
"245",1970-09-02,90000002,22,8.5,0
"246",1970-09-03,90000002,22.6,10.9,0
"247",1970-09-04,90000002,20.8,11.6,0
"248",1970-09-05,90000002,18.7,8,0
"249",1970-09-06,90000002,16.7,8,0
"250",1970-09-07,90000002,15.3,5.9,0
"251",1970-09-08,90000002,19.2,2.9,0
"252",1970-09-09,90000002,23,6.3,0
"253",1970-09-10,90000002,20.3,9.5,0
"254",1970-09-11,90000002,19.4,9.4,0
"255",1970-09-12,90000002,23.5,11.6,13.4
"256",1970-09-13,90000002,16.1,6.7,0
"257",1970-09-14,90000002,17.6,3.2,0
"258",1970-09-15,90000002,20.8,4.6,0
"259",1970-09-16,90000002,24.1,8.4,0
"260",1970-09-17,90000002,26.7,13.8,8.3
"261",1970-09-18,90000002,19.8,12.6,29.8
"262",1970-09-19,90000002,17.3,9.7,0
"263",1970-09-20,90000002,19,8,0
"264",1970-09-21,90000002,21.6,8.1,0
"265",1970-09-22,90000002,17.2,9.6,0
"266",1970-09-23,90000002,20.2,6.7,0
"267",1970-09-24,90000002,22.6,6.4,0
"268",1970-09-25,90000002,23.7,11.9,0
"269",1970-09-26,90000002,25.1,13.6,4.3
"270",1970-09-27,90000002,21.1,15.6,0.5
"271",1970-09-28,90000002,24,15.2,0
"272",1970-09-29,90000002,18.2,9.2,0
"273",1970-09-30,90000002,17.7,7.3,28.3
"274",1970-10-01,90000002,15,8.2,1.1
"275",1970-10-02,90000002,19.6,7.1,0
"276",1970-10-03,90000002,20.6,9.4,0
"277",1970-10-04,90000002,23.9,8.2,0
"278",1970-10-05,90000002,13.6,6.5,0
"279",1970-10-06,90000002,14.5,4.7,0
"280",1970-10-07,90000002,16.2,4.9,0
"281",1970-10-08,90000002,17.5,5.9,7
"282",1970-10-09,90000002,16.4,7.7,0
"283",1970-10-10,90000002,19.8,4.1,0
"284",1970-10-11,90000002,20.5,10.2,0
"285",1970-10-12,90000002,18.4,10.4,0
"286",1970-10-13,90000002,20.5,7.9,0
"287",1970-10-14,90000002,24.4,9.8,0
"288",1970-10-15,90000002,24.4,13.1,23.4
"289",1970-10-16,90000002,19.6,13.8,48.5
"290",1970-10-17,90000002,24.1,16.6,0
"291",1970-10-18,90000002,18.8,12.8,0
"292",1970-10-19,90000002,15.4,11.5,0
"293",1970-10-20,90000002,15.6,11.5,0
"294",1970-10-21,90000002,19.1,11.2,0
"295",1970-10-22,90000002,23.3,10.2,0
"296",1970-10-23,90000002,25.4,12.4,0
"297",1970-10-24,90000002,25.5,14.2,0
"298",1970-10-25,90000002,25.2,13.1,0
"299",1970-10-26,90000002,16.2,8.9,0
"300",1970-10-27,90000002,15.3,5.1,4.3
"301",1970-10-28,90000002,18.7,10.8,0
"302",1970-10-29,90000002,23.2,11.2,0
"303",1970-10-30,90000002,27.5,16,47.1
"304",1970-10-31,90000002,18.9,13.3,11.2
"305",1970-11-01,90000002,19,11.1,0
"306",1970-11-02,90000002,24,12.2,0
"307",1970-11-03,90000002,25.6,13.3,0
"308",1970-11-04,90000002,27.3,14.6,0
"309",1970-11-05,90000002,25.8,15.8,0
"310",1970-11-06,90000002,27.5,15.9,0
"311",1970-11-07,90000002,26.7,17.6,0
"312",1970-11-08,90000002,27,15.9,0
"313",1970-11-09,90000002,22.4,14.9,0
"314",1970-11-10,90000002,20.2,13,0
"315",1970-11-11,90000002,23.8,11.1,6.3
"316",1970-11-12,90000002,18.8,14.1,9.9
"317",1970-11-13,90000002,20.1,11.9,0
"318",1970-11-14,90000002,22.7,10.4,0
"319",1970-11-15,90000002,25.5,11,0
"320",1970-11-16,90000002,23,15.2,0.3
"321",1970-11-17,90000002,21.3,8.5,0.5
"322",1970-11-18,90000002,17.1,7.1,0
"323",1970-11-19,90000002,20.1,8.4,0
"324",1970-11-20,90000002,23.2,9.9,10.6
"325",1970-11-21,90000002,15.5,8,0
"326",1970-11-22,90000002,16.2,9,0
"327",1970-11-23,90000002,18.3,9.5,0
"328",1970-11-24,90000002,23.5,9.1,0
"329",1970-11-25,90000002,24.4,11.6,0
"330",1970-11-26,90000002,21.3,13.5,10.6
"331",1970-11-27,90000002,24,13.2,0
"332",1970-11-28,90000002,24.2,13.8,0
"333",1970-11-29,90000002,27.6,12.8,0
"334",1970-11-30,90000002,20.9,11.6,0
"335",1970-12-01,90000002,20,9.5,0
"336",1970-12-02,90000002,18.5,9.8,0
"337",1970-12-03,90000002,20.6,7.6,0
"338",1970-12-04,90000002,27.3,10.6,0
"339",1970-12-05,90000002,24.7,15.1,0
"340",1970-12-06,90000002,25.7,9.2,0
"341",1970-12-07,90000002,31,12.3,2.8
"342",1970-12-08,90000002,27.8,16.2,0.2
"343",1970-12-09,90000002,31.5,15.2,0
"344",1970-12-10,90000002,25.6,17.9,0
"345",1970-12-11,90000002,25.1,12,0
"346",1970-12-12,90000002,24.9,13.8,0
"347",1970-12-13,90000002,31,12.5,0
"348",1970-12-14,90000002,23.9,15.1,0
"349",1970-12-15,90000002,25.6,14.6,0.2
"350",1970-12-16,90000002,32.8,16.9,0
"351",1970-12-17,90000002,28.4,19,26.6
"352",1970-12-18,90000002,25.6,17.3,0
"353",1970-12-19,90000002,31.1,15.9,0
"354",1970-12-20,90000002,28.1,18.7,0
"355",1970-12-21,90000002,24.1,14.7,0
"356",1970-12-22,90000002,30.8,12.7,0
"357",1970-12-23,90000002,34,18.1,0
"358",1970-12-24,90000002,35.9,19.6,0
"359",1970-12-25,90000002,33.7,22.4,0
"360",1970-12-26,90000002,34.9,22.3,57.2
"361",1970-12-27,90000002,25.4,19.1,24.7
"362",1970-12-28,90000002,20.9,13.5,3.2
"363",1970-12-29,90000002,27,12.7,0
"364",1970-12-30,90000002,24.5,15.5,0
"365",1970-12-31,90000002,22.6,12,0
"366",1971-01-01,90000002,27.6,13,0
"367",1971-01-02,90000002,31,16.7,0
"368",1971-01-03,90000002,30.4,18.1,3.8
"369",1971-01-04,90000002,29.5,17.1,0
"370",1971-01-05,90000002,28,12.7,0
"371",1971-01-06,90000002,30.2,15.9,30.2
"372",1971-01-07,90000002,26.6,18.3,0.1
"373",1971-01-08,90000002,27.5,17.5,0
"374",1971-01-09,90000002,20.2,13.6,0
"375",1971-01-10,90000002,21.4,13.8,0.1
"376",1971-01-11,90000002,23.1,17.1,27.4
"377",1971-01-12,90000002,21.3,16.3,16.5
"378",1971-01-13,90000002,28.7,12.8,0
"379",1971-01-14,90000002,31.3,18.9,0
"380",1971-01-15,90000002,31.8,20.2,0
"381",1971-01-16,90000002,32.6,18.7,0
"382",1971-01-17,90000002,32.6,19,0.5
"383",1971-01-18,90000002,30.2,19.4,0.2
"384",1971-01-19,90000002,29,19.5,39.8
"385",1971-01-20,90000002,29.6,18.1,2.4
"386",1971-01-21,90000002,24.8,16,0
"387",1971-01-22,90000002,31.3,14.3,0
"388",1971-01-23,90000002,30.3,19.7,33.8
"389",1971-01-24,90000002,23.6,17.1,0
"390",1971-01-25,90000002,25.6,12.1,0.4
"391",1971-01-26,90000002,30.6,18.1,48
"392",1971-01-27,90000002,26,19.7,0
"393",1971-01-28,90000002,28.8,20.6,0
"394",1971-01-29,90000002,26.7,17.9,6.4
"395",1971-01-30,90000002,22.2,13.7,0
"396",1971-01-31,90000002,26.8,11.9,0
"397",1971-02-01,90000002,26.4,18.8,4.2
"398",1971-02-02,90000002,29.2,18.1,0
"399",1971-02-03,90000002,30.2,19.4,44.5
"400",1971-02-04,90000002,24.8,17.6,46.4
"401",1971-02-05,90000002,21.2,16.8,44.9
"402",1971-02-06,90000002,21.3,13,0
"403",1971-02-07,90000002,28.8,12.9,50.3
"404",1971-02-08,90000002,27,17,0
"405",1971-02-09,90000002,23.3,14.5,0
"406",1971-02-10,90000002,23.3,11,0
"407",1971-02-11,90000002,26.6,13.5,0
"408",1971-02-12,90000002,27.7,17.9,11.2
"409",1971-02-13,90000002,24,16.3,0
"410",1971-02-14,90000002,28.6,15,0
"411",1971-02-15,90000002,24.5,15.2,0
"412",1971-02-16,90000002,28.4,15,0
"413",1971-02-17,90000002,25.6,20.7,20.3
"414",1971-02-18,90000002,23.6,21.4,13.2
"415",1971-02-19,90000002,19.5,12.7,0
"416",1971-02-20,90000002,21.7,10,0
"417",1971-02-21,90000002,24.2,11,0
"418",1971-02-22,90000002,26.4,13.1,0
"419",1971-02-23,90000002,29.8,15.1,5.3
"420",1971-02-24,90000002,19.3,12.1,0
"421",1971-02-25,90000002,20.5,7.7,0
"422",1971-02-26,90000002,23.1,10.9,0
"423",1971-02-27,90000002,26.3,13.2,0
"424",1971-02-28,90000002,27.7,17.3,0
"425",1971-03-01,90000002,28.2,18.5,0
"426",1971-03-02,90000002,29.1,18.5,0
"427",1971-03-03,90000002,28.3,18.5,0.6
"428",1971-03-04,90000002,25.8,19.1,0
"429",1971-03-05,90000002,27,19.6,2.5
"430",1971-03-06,90000002,24.6,19.3,0
"431",1971-03-07,90000002,29.5,16.8,0
"432",1971-03-08,90000002,26.2,14.2,0
"433",1971-03-09,90000002,23.1,16.9,2
"434",1971-03-10,90000002,25.3,13.6,0
"435",1971-03-11,90000002,29.4,11.5,0
"436",1971-03-12,90000002,19.8,15.3,13.1
"437",1971-03-13,90000002,18.5,14.5,3.5
"438",1971-03-14,90000002,22,14,0
"439",1971-03-15,90000002,15.6,8.2,1
"440",1971-03-16,90000002,22.6,12.2,9.5
"441",1971-03-17,90000002,26,10.7,0
"442",1971-03-18,90000002,20.8,13.3,0
"443",1971-03-19,90000002,23,13.3,0
"444",1971-03-20,90000002,27.9,11.2,0
"445",1971-03-21,90000002,26.3,12.4,4.7
"446",1971-03-22,90000002,22.5,14.5,0
"447",1971-03-23,90000002,24.7,10.9,0
"448",1971-03-24,90000002,27.4,8.7,0
"449",1971-03-25,90000002,28.8,12.3,0
"450",1971-03-26,90000002,28.7,14.3,0
"451",1971-03-27,90000002,29.2,16.8,0
"452",1971-03-28,90000002,21.8,17.2,0
"453",1971-03-29,90000002,23.4,18.2,18
"454",1971-03-30,90000002,18.7,16.3,0
"455",1971-03-31,90000002,19.3,15.5,0
"456",1971-04-01,90000002,29,19.5,0
"457",1971-04-02,90000002,30.3,16.5,0
"458",1971-04-03,90000002,23,11.8,0
"459",1971-04-04,90000002,23,10.8,0
"460",1971-04-05,90000002,25.8,11.7,9.1
"461",1971-04-06,90000002,19.5,12.6,5.9
"462",1971-04-07,90000002,20.9,10.5,0
"463",1971-04-08,90000002,21,11.6,0
"464",1971-04-09,90000002,25,10.1,0
"465",1971-04-10,90000002,18.9,13.4,0
"466",1971-04-11,90000002,23.2,9,7
"467",1971-04-12,90000002,21.5,14,0
"468",1971-04-13,90000002,23.2,11.3,0
"469",1971-04-14,90000002,23.4,9.9,0
"470",1971-04-15,90000002,19.5,15.3,3.2
"471",1971-04-16,90000002,16.2,10,10.3
"472",1971-04-17,90000002,17.5,8.8,1.4
"473",1971-04-18,90000002,14.8,5.8,0
"474",1971-04-19,90000002,16.5,4.4,0
"475",1971-04-20,90000002,21.1,4.7,0
"476",1971-04-21,90000002,14.6,5.8,0
"477",1971-04-22,90000002,12.8,5.7,0
"478",1971-04-23,90000002,14.5,6.5,0
"479",1971-04-24,90000002,13.1,4.8,0
"480",1971-04-25,90000002,17,7,0
"481",1971-04-26,90000002,18.9,5.5,0
"482",1971-04-27,90000002,17.4,8.5,0
"483",1971-04-28,90000002,20,11.6,0
"484",1971-04-29,90000002,19.6,9.1,0
"485",1971-04-30,90000002,23.8,9.7,15.3
"486",1971-05-01,90000002,14,6.4,0
"487",1971-05-02,90000002,16.2,2.8,0
"488",1971-05-03,90000002,10.4,1.7,0
"489",1971-05-04,90000002,9.6,0.3,0
"490",1971-05-05,90000002,11.4,1.1,0
"491",1971-05-06,90000002,13.4,2.3,27.8
"492",1971-05-07,90000002,11.5,8.8,4.1
"493",1971-05-08,90000002,13.6,7.5,0
"494",1971-05-09,90000002,17.4,5.9,0
"495",1971-05-10,90000002,20.2,7.6,0
"496",1971-05-11,90000002,21,8.6,0
"497",1971-05-12,90000002,22.2,10.8,0
"498",1971-05-13,90000002,19.9,8.4,0
"499",1971-05-14,90000002,15.1,10.1,21.1
"500",1971-05-15,90000002,16.6,12.6,0
"501",1971-05-16,90000002,15.4,9.3,0
"502",1971-05-17,90000002,18.1,5.7,0
"503",1971-05-18,90000002,19.4,9.6,0
"504",1971-05-19,90000002,22.4,8.9,0
"505",1971-05-20,90000002,25.3,11.9,0
"506",1971-05-21,90000002,28,17.6,0
"507",1971-05-22,90000002,25.4,17.6,9.9
"508",1971-05-23,90000002,20.7,16.2,0.6
"509",1971-05-24,90000002,16.8,8.4,10.2
"510",1971-05-25,90000002,14.2,4.5,0
"511",1971-05-26,90000002,11.6,1.9,0
"512",1971-05-27,90000002,13.4,1.2,0
"513",1971-05-28,90000002,12.9,2.8,0
"514",1971-05-29,90000002,16.2,1.7,0
"515",1971-05-30,90000002,19.4,5.3,0
"516",1971-05-31,90000002,20,9.5,0
"517",1971-06-01,90000002,19,8.3,0
"518",1971-06-02,90000002,10.5,4.1,0
"519",1971-06-03,90000002,10,1.9,0
"520",1971-06-04,90000002,7.9,4.5,10
"521",1971-06-05,90000002,9.6,5.6,0
"522",1971-06-06,90000002,10.7,5.9,1.2
"523",1971-06-07,90000002,11.7,8.6,7.1
"524",1971-06-08,90000002,12.4,8.7,0.2
"525",1971-06-09,90000002,12.5,4.1,0
"526",1971-06-10,90000002,10.7,1.9,0
"527",1971-06-11,90000002,11.9,1.5,0
"528",1971-06-12,90000002,15.3,2.4,0
"529",1971-06-13,90000002,14.6,3.1,0
"530",1971-06-14,90000002,16.9,1.7,0
"531",1971-06-15,90000002,8.7,2.6,0
"532",1971-06-16,90000002,8.9,0.9,0
"533",1971-06-17,90000002,11,-1.3,0
"534",1971-06-18,90000002,14.8,2.3,0
"535",1971-06-19,90000002,19,4.6,0
"536",1971-06-20,90000002,19.3,5.1,1.3
"537",1971-06-21,90000002,17.5,11.6,15.7
"538",1971-06-22,90000002,11.6,4.6,2.3
"539",1971-06-23,90000002,9.6,0.9,0
"540",1971-06-24,90000002,8,3.1,0.1
"541",1971-06-25,90000002,14.2,2.2,0
"542",1971-06-26,90000002,10.8,4.4,7.6
"543",1971-06-27,90000002,12.4,7.3,0
"544",1971-06-28,90000002,10.1,7.1,0.5
"545",1971-06-29,90000002,12.5,2.8,0
"546",1971-06-30,90000002,10.6,6.2,0
"547",1971-07-01,90000002,9.6,0.8,0
"548",1971-07-02,90000002,13.7,0.5,0
"549",1971-07-03,90000002,9.2,2.2,25.6
"550",1971-07-04,90000002,12.1,7.1,13.9
"551",1971-07-05,90000002,13,7.8,0
"552",1971-07-06,90000002,11.8,4.1,0
"553",1971-07-07,90000002,17.4,3.5,0
"554",1971-07-08,90000002,19.4,8.5,0
"555",1971-07-09,90000002,20.1,9.3,0
"556",1971-07-10,90000002,19.5,8.4,0
"557",1971-07-11,90000002,24.4,14.8,19.9
"558",1971-07-12,90000002,21.4,7.8,1.3
"559",1971-07-13,90000002,8.9,4.5,0
"560",1971-07-14,90000002,16.8,4.5,0
"561",1971-07-15,90000002,19.8,7.7,0
"562",1971-07-16,90000002,22.4,10,0
"563",1971-07-17,90000002,23,12.8,0
"564",1971-07-18,90000002,24.7,14.9,0
"565",1971-07-19,90000002,25.6,16.3,0
"566",1971-07-20,90000002,23.6,15.4,0
"567",1971-07-21,90000002,23.2,8.1,0
"568",1971-07-22,90000002,11.7,6.6,5.4
"569",1971-07-23,90000002,12.3,6.3,1.2
"570",1971-07-24,90000002,15.2,3.6,0
"571",1971-07-25,90000002,15.5,5,0.1
"572",1971-07-26,90000002,16.7,1.4,0
"573",1971-07-27,90000002,14.6,7.4,0
"574",1971-07-28,90000002,12.6,9,1.5
"575",1971-07-29,90000002,9.8,8.5,1.1
"576",1971-07-30,90000002,9.9,4.7,0
"577",1971-07-31,90000002,10.5,4.6,0
"578",1971-08-01,90000002,16.9,7.5,0
"579",1971-08-02,90000002,18.3,7.5,0.5
"580",1971-08-03,90000002,16,6.1,0
"581",1971-08-04,90000002,14.2,3.9,0
