"x_coord"	"y_coord"	"lon"	"lat"
5127500	5917500	-64.1738131356739	-36.8204250112008
5132500	5917500	-64.1179210686049	-36.8223771641553
5137500	5917500	-64.0620236546461	-36.8243031291757
5142500	5917500	-64.0061209654986	-36.8262028984357
5147500	5917500	-63.9502130729061	-36.8280764642144
5152500	5917500	-63.8943000486544	-36.8299238188957
5157500	5917500	-63.838381964571	-36.831744954969
5162500	5917500	-63.782458892524	-36.8335398650289
5167500	5917500	-63.7265309044222	-36.8353085417753
5172500	5917500	-63.6705980722142	-36.8370509780139
5177500	5917500	-63.6146604678875	-36.8387671666557
5182500	5917500	-63.5587181634688	-36.8404571007174
5187500	5917500	-63.5027712310225	-36.8421207733216
5192500	5917500	-63.4468197426507	-36.8437581776964
5197500	5917500	-63.3908637704924	-36.8453693071761
5202500	5917500	-63.334903386723	-36.8469541552009
5207500	5917500	-63.2789386635537	-36.8485127153168
5212500	5917500	-63.2229696732309	-36.8500449811762
5217500	5917500	-63.1669964880357	-36.8515509465376
5222500	5917500	-63.1110191802833	-36.8530306052657
5227500	5917500	-63.0550378223222	-36.8544839513316
5232500	5917500	-62.999052486534	-36.8559109788127
5237500	5917500	-62.9430632453326	-36.8573116818929
5242500	5917500	-62.8870701711636	-36.8586860548628
5247500	5917500	-62.8310733365038	-36.8600340921193
5252500	5917500	-62.7750728138606	-36.8613557881663
5257500	5917500	-62.7190686757714	-36.8626511376141
5262500	5917500	-62.663060994803	-36.86392013518
5267500	5917500	-62.607049843551	-36.8651627756881
5272500	5917500	-62.5510352946394	-36.8663790540693
5277500	5917500	-62.4950174207196	-36.8675689653616
5282500	5917500	-62.4389962944703	-36.86873250471
5287500	5917500	-62.3829719885967	-36.8698696673666
5292500	5917500	-62.3269445758298	-36.8709804486904
5297500	5917500	-62.2709141289258	-36.872064844148
5302500	5917500	-62.214880720666	-36.8731228493128
5307500	5917500	-62.1588444238555	-36.8741544598659
5312500	5917500	-62.1028053113232	-36.8751596715953
5317500	5917500	-62.0467634559206	-36.8761384803968
5322500	5917500	-61.990718930522	-36.8770908822735
5327500	5917500	-61.9346718080231	-36.8780168733358
5332500	5917500	-61.8786221613412	-36.8789164498017
5337500	5917500	-61.8225700634138	-36.879789607997
5342500	5917500	-61.7665155871987	-36.8806363443549
5347500	5917500	-61.7104588056728	-36.8814566554163
5352500	5917500	-61.6543997918322	-36.8822505378297
5357500	5917500	-61.5983386186908	-36.8830179883515
5362500	5917500	-61.5422753592806	-36.8837590038457
5367500	5917500	-61.4862100866503	-36.8844735812842
5372500	5917500	-61.4301428738651	-36.8851617177468
5377500	5917500	-61.374073794006	-36.885823410421
5382500	5917500	-61.3180029201696	-36.8864586566024
5387500	5917500	-61.2619303254667	-36.8870674536943
5392500	5917500	-61.2058560830224	-36.8876497992083
5397500	5917500	-61.1497802659752	-36.8882056907635
5402500	5917500	-61.0937029474766	-36.8887351260876
5407500	5917500	-61.0376242006902	-36.8892381030159
5412500	5917500	-60.9815440987912	-36.889714619492
5417500	5917500	-60.9254627149662	-36.8901646735674
5422500	5917500	-60.8693801224121	-36.8905882634021
5427500	5917500	-60.8132963943356	-36.8909853872638
5432500	5917500	-60.7572116039527	-36.8913560435286
5437500	5917500	-60.7011258244883	-36.8917002306807
5442500	5917500	-60.6450391291751	-36.8920179473126
5447500	5917500	-60.5889515912536	-36.8923091921249
5452500	5917500	-60.5328632839708	-36.8925739639264
5457500	5917500	-60.4767742805804	-36.8928122616343
5462500	5917500	-60.4206846543416	-36.8930240842739
5467500	5917500	-60.3645944785186	-36.8932094309789
5472500	5917500	-60.3085038263802	-36.8933683009911
5127500	5922500	-64.171371478246	-36.775490286666
5132500	5922500	-64.1155118808791	-36.7774392699938
5137500	5922500	-64.0596469488922	-36.7793621077518
5142500	5922500	-64.0037767538236	-36.7812587921327
5147500	5922500	-63.9479013672544	-36.7831293154343
5152500	5922500	-63.8920208608074	-36.7849736700591
5157500	5922500	-63.8361353061468	-36.7867918485146
5162500	5922500	-63.7802447749776	-36.7885838434135
5167500	5922500	-63.724349339045	-36.7903496474736
5172500	5922500	-63.6684490701339	-36.7920892535177
5177500	5922500	-63.6125440400682	-36.7938026544744
5182500	5922500	-63.5566343207103	-36.7954898433772
5187500	5922500	-63.5007199839608	-36.7971508133654
5192500	5922500	-63.4448011017574	-36.7987855576837
5197500	5922500	-63.3888777460746	-36.8003940696826
5202500	5922500	-63.3329499889233	-36.801976342818
5207500	5922500	-63.27701790235	-36.8035323706519
5212500	5922500	-63.2210815584362	-36.8050621468521
5217500	5922500	-63.165141029298	-36.8065656651922
5222500	5922500	-63.1091963870854	-36.8080429195518
5227500	5922500	-63.0532477039817	-36.8094939039167
5232500	5922500	-62.9972950522029	-36.8109186123788
5237500	5922500	-62.9413385039976	-36.8123170391362
5242500	5922500	-62.8853781316455	-36.8136891784932
5247500	5922500	-62.8294140074577	-36.8150350248606
5252500	5922500	-62.7734462037755	-36.8163545727554
5257500	5922500	-62.7174747929704	-36.8176478168012
5262500	5922500	-62.6614998474429	-36.8189147517282
5267500	5922500	-62.6055214396224	-36.8201553723729
5272500	5922500	-62.5495396419663	-36.8213696736788
5277500	5922500	-62.4935545269597	-36.8225576506959
5282500	5922500	-62.4375661671144	-36.8237192985809
5287500	5922500	-62.381574634969	-36.8248546125976
5292500	5922500	-62.3255800030875	-36.8259635881164
5297500	5922500	-62.2695823440594	-36.8270462206147
5302500	5922500	-62.2135817304986	-36.8281025056769
5307500	5922500	-62.1575782350432	-36.8291324389945
5312500	5922500	-62.1015719303547	-36.8301360163659
5317500	5922500	-62.0455628891175	-36.8311132336968
5322500	5922500	-61.9895511840382	-36.832064087
5327500	5922500	-61.933536887845	-36.8329885723955
5332500	5922500	-61.8775200732876	-36.8338866861106
5337500	5922500	-61.8215008131357	-36.8347584244798
5342500	5922500	-61.7654791801794	-36.8356037839451
5347500	5922500	-61.7094552472277	-36.8364227610559
5352500	5922500	-61.6534290871086	-36.8372153524689
5357500	5922500	-61.5974007726683	-36.8379815549483
5362500	5922500	-61.5413703767703	-36.8387213653659
5367500	5922500	-61.4853379722952	-36.8394347807008
5372500	5922500	-61.4293036321401	-36.8401217980401
5377500	5922500	-61.3732674292178	-36.840782414578
5382500	5922500	-61.3172294364561	-36.8414166276168
5387500	5922500	-61.2611897267977	-36.8420244345662
5392500	5922500	-61.2051483731992	-36.8426058329436
5397500	5922500	-61.1491054486304	-36.8431608203743
5402500	5922500	-61.0930610260741	-36.8436893945912
5407500	5922500	-61.0370151785255	-36.8441915534351
5412500	5922500	-60.980967978991	-36.8446672948545
5417500	5922500	-60.9249195004885	-36.8451166169058
5422500	5922500	-60.8688698160459	-36.8455395177532
5427500	5922500	-60.8128189987013	-36.8459359956689
5432500	5922500	-60.7567671215018	-36.8463060490329
5437500	5922500	-60.7007142575032	-36.8466496763331
5442500	5922500	-60.6446604797695	-36.8469668761654
5447500	5922500	-60.5886058613721	-36.8472576472335
5452500	5922500	-60.532550475389	-36.8475219883493
5457500	5922500	-60.4764943949049	-36.8477598984326
5462500	5922500	-60.4204376930098	-36.8479713765109
5467500	5922500	-60.3643804427991	-36.8481564217202
5472500	5922500	-60.3083227173724	-36.848315033304
5127500	5927500	-64.1689352269401	-36.73055508137
5132500	5927500	-64.1131080277798	-36.732500898701
5137500	5927500	-64.0572755062263	-36.7344206127786
5142500	5927500	-64.0014377336558	-36.7363142158147
5147500	5927500	-63.945594781487	-36.7381817001256
5152500	5927500	-63.8897467211804	-36.7400230581323
5157500	5927500	-63.8338936242376	-36.7418382823607
5162500	5927500	-63.7780355622009	-36.7436273654411
5167500	5927500	-63.7221726066526	-36.7453903001093
5172500	5927500	-63.6663048292143	-36.7471270792054
5177500	5927500	-63.610432301547	-36.7488376956752
5182500	5927500	-63.5545550953496	-36.7505221425691
5187500	5927500	-63.498673282359	-36.7521804130431
5192500	5927500	-63.4427869343492	-36.7538125003584
5197500	5927500	-63.3868961231311	-36.7554183978815
5202500	5927500	-63.3310009205514	-36.7569980990845
5207500	5927500	-63.2751013984925	-36.7585515975448
5212500	5927500	-63.2191976288716	-36.7600788869456
5217500	5927500	-63.1632896836403	-36.7615799610757
5222500	5927500	-63.107377634784	-36.7630548138297
5227500	5927500	-63.0514615543215	-36.764503439208
5232500	5927500	-62.9955415143038	-36.7659258313168
5237500	5927500	-62.9396175868145	-36.7673219843682
5242500	5927500	-62.8836898439682	-36.7686918926807
5247500	5927500	-62.8277583579108	-36.7700355506783
5252500	5927500	-62.7718232008183	-36.7713529528917
5257500	5927500	-62.7158844448966	-36.7726440939574
5262500	5927500	-62.6599421623806	-36.7739089686185
5267500	5927500	-62.603996425534	-36.775147571724
5272500	5927500	-62.5480473066483	-36.7763598982298
5277500	5927500	-62.4920948780427	-36.7775459431979
5282500	5927500	-62.436139212063	-36.7787057017969
5287500	5927500	-62.3801803810816	-36.779839169302
5292500	5927500	-62.3242184574961	-36.7809463410949
5297500	5927500	-62.2682535137297	-36.7820272126641
5302500	5927500	-62.2122856222298	-36.7830817796047
5307500	5927500	-62.1563148554679	-36.7841100376186
5312500	5927500	-62.1003412859388	-36.7851119825147
5317500	5927500	-62.0443649861601	-36.7860876102084
5322500	5927500	-61.9883860286716	-36.7870369167224
5327500	5927500	-61.9324044860347	-36.7879598981861
5332500	5927500	-61.8764204308317	-36.7888565508359
5337500	5927500	-61.8204339356654	-36.7897268710155
5342500	5927500	-61.7644450731586	-36.7905708551753
5347500	5927500	-61.708453915953	-36.7913884998733
5352500	5927500	-61.6524605367093	-36.7921798017741
5357500	5927500	-61.5964650081062	-36.7929447576501
5362500	5927500	-61.5404674028397	-36.7936833643805
5367500	5927500	-61.4844677936229	-36.794395618952
5372500	5927500	-61.428466253185	-36.7950815184585
5377500	5927500	-61.3724628542713	-36.7957410601013
5382500	5927500	-61.3164576696418	-36.7963742411891
5387500	5927500	-61.2604507720712	-36.796981059138
5392500	5927500	-61.2044422343483	-36.7975615114715
5397500	5927500	-61.1484321292749	-36.7981155958206
5402500	5927500	-61.092420529666	-36.7986433099238
5407500	5927500	-61.0364075083484	-36.7991446516271
5412500	5927500	-60.9803931381607	-36.7996196188841
5417500	5927500	-60.9243774919524	-36.8000682097558
5422500	5927500	-60.8683606425834	-36.8004904224111
5427500	5927500	-60.8123426629234	-36.8008862551263
5432500	5927500	-60.7563236258512	-36.8012557062852
5437500	5927500	-60.7003036042546	-36.8015987743796
5442500	5927500	-60.6442826710289	-36.8019154580087
5447500	5927500	-60.5882608990772	-36.8022057558795
5452500	5927500	-60.5322383613092	-36.8024696668067
5457500	5927500	-60.4762151306411	-36.8027071897126
5462500	5927500	-60.4201912799946	-36.8029183236274
5467500	5927500	-60.3641668822963	-36.8031030676889
5472500	5927500	-60.3081420104775	-36.8032614211427
5127500	5932500	-64.1665043693675	-36.6856193958548
5132500	5932500	-64.1107094970804	-36.6875620508084
5137500	5932500	-64.0549093145838	-36.6894786447777
5142500	5932500	-63.9991038930926	-36.6913691699932
5147500	5932500	-63.9432933038638	-36.69323361879
5152500	5932500	-63.8874776181959	-36.6950719836076
5157500	5932500	-63.8316569074287	-36.6968842569897
5162500	5932500	-63.7758312429421	-36.6986704315849
5167500	5932500	-63.7200006961562	-36.7004305001463
5172500	5932500	-63.6641653385301	-36.7021644555317
5177500	5932500	-63.608325241562	-36.7038722907037
5182500	5932500	-63.5524804767881	-36.70555399873
5187500	5932500	-63.4966311157822	-36.7072095727829
5192500	5932500	-63.4407772301554	-36.7088390061401
5197500	5932500	-63.384918891555	-36.7104422921842
5202500	5932500	-63.3290561716645	-36.7120194244031
5207500	5932500	-63.2731891422026	-36.7135703963899
5212500	5932500	-63.2173178749229	-36.7150952018432
5217500	5932500	-63.161442441613	-36.7165938345669
5222500	5932500	-63.1055629140944	-36.7180662884703
5227500	5932500	-63.0496793642216	-36.7195125575685
5232500	5932500	-62.9937918638817	-36.720932635982
5237500	5932500	-62.9379004849934	-36.7223265179372
5242500	5932500	-62.8820052995071	-36.723694197766
5247500	5932500	-62.826106379404	-36.7250356699063
5252500	5932500	-62.7702037966952	-36.726350928902
5257500	5932500	-62.7142976234218	-36.7276399694027
5262500	5932500	-62.6583879316536	-36.7289027861642
5267500	5932500	-62.6024747934891	-36.7301393740482
5272500	5932500	-62.5465582810547	-36.7313497280227
5277500	5932500	-62.4906384665042	-36.7325338431618
5282500	5932500	-62.4347154220178	-36.7336917146458
5287500	5932500	-62.3787892198023	-36.7348233377615
5292500	5932500	-62.3228599320897	-36.7359287079018
5297500	5932500	-62.2669276311374	-36.7370078205663
5302500	5932500	-62.2109923892268	-36.7380606713606
5307500	5932500	-62.1550542786635	-36.7390872559973
5312500	5932500	-62.0991133717762	-36.7400875702954
5317500	5932500	-62.0431697409162	-36.7410616101803
5322500	5932500	-61.9872234584571	-36.7420093716842
5327500	5932500	-61.9312745967938	-36.7429308509462
5332500	5932500	-61.8753232283423	-36.7438260442117
5337500	5932500	-61.8193694255389	-36.7446949478333
5342500	5932500	-61.7634132608395	-36.7455375582703
5347500	5932500	-61.7074548067195	-36.7463538720887
5352500	5932500	-61.6514941356725	-36.7471438859616
5357500	5932500	-61.5955313202103	-36.747907596669
5362500	5932500	-61.5395664328622	-36.7486450010978
5367500	5932500	-61.4835995461741	-36.749356096242
5372500	5932500	-61.4276307327084	-36.7500408792027
5377500	5932500	-61.371660065043	-36.750699347188
5382500	5932500	-61.3156876157708	-36.751331497513
5387500	5932500	-61.2597134574993	-36.7519373276003
5392500	5932500	-61.2037376628499	-36.7525168349794
5397500	5932500	-61.1477603044571	-36.753070017287
5402500	5932500	-61.0917814549685	-36.7535968722671
5407500	5932500	-61.0358011870434	-36.754097397771
5412500	5932500	-60.9798195733528	-36.7545715917573
5417500	5932500	-60.9238366865787	-36.7550194522918
5422500	5932500	-60.8678525994134	-36.7554409775478
5427500	5932500	-60.8118673845589	-36.7558361658056
5432500	5932500	-60.7558811147266	-36.7562050154533
5437500	5932500	-60.6998938626361	-36.7565475249862
5442500	5932500	-60.6439057010154	-36.7568636930069
5447500	5932500	-60.5879167025995	-36.7571535182256
5452500	5932500	-60.5319269401305	-36.7574169994598
5457500	5932500	-60.4759364863567	-36.7576541356346
5462500	5932500	-60.4199454140317	-36.7578649257824
5467500	5932500	-60.3639537959146	-36.7580493690432
5472500	5932500	-60.3079617047686	-36.7582074646644
5127500	5937500	-64.164078893183	-36.6406832306617
5132500	5937500	-64.1083162765969	-36.6426227268475
5137500	5937500	-64.0525483619424	-36.6445362042703
5142500	5937500	-63.9967752202734	-36.6464236551797
5147500	5937500	-63.9409969226859	-36.6482850719292
5152500	5937500	-63.8852135403172	-36.6501204469767
5157500	5937500	-63.8294251443454	-36.6519297728842
5162500	5937500	-63.773631805989	-36.6537130423178
5167500	5937500	-63.7178335965061	-36.6554702480484
5172500	5937500	-63.662030587194	-36.6572013829512
5177500	5937500	-63.6062228493888	-36.6589064400058
5182500	5937500	-63.5504104544645	-36.6605854122966
5187500	5937500	-63.4945934738323	-36.6622382930128
5192500	5937500	-63.4387719789409	-36.6638650754481
5197500	5937500	-63.3829460412749	-36.6654657530015
5202500	5937500	-63.3271157323547	-36.6670403191764
5207500	5937500	-63.2712811237362	-36.6685887675818
5212500	5937500	-63.2154422870098	-36.6701110919314
5217500	5937500	-63.1595992937998	-36.6716072860442
5222500	5937500	-63.1037522157644	-36.6730773438443
5227500	5937500	-63.0479011245943	-36.6745212593614
5232500	5937500	-62.992046092013	-36.6759390267303
5237500	5937500	-62.9361871897754	-36.6773306401913
5242500	5937500	-62.880324489668	-36.6786960940903
5247500	5937500	-62.8244580635077	-36.6800353828787
5252500	5937500	-62.7685879831417	-36.6813485011134
5257500	5937500	-62.7127143204464	-36.6826354434574
5262500	5937500	-62.6568371473274	-36.6838962046789
5267500	5937500	-62.6009565357187	-36.6851307796524
5272500	5937500	-62.5450725575818	-36.6863391633579
5277500	5937500	-62.4891852849058	-36.6875213508817
5282500	5937500	-62.433294789706	-36.6886773374158
5287500	5937500	-62.3774011440241	-36.6898071182584
5292500	5937500	-62.3215044199272	-36.6909106888136
5297500	5937500	-62.2656046895072	-36.6919880445919
5302500	5937500	-62.2097020248805	-36.6930391812099
5307500	5937500	-62.1537964981869	-36.6940640943903
5312500	5937500	-62.0978881815899	-36.6950627799623
5317500	5937500	-62.041977147275	-36.6960352338615
5322500	5937500	-61.9860634674502	-36.6969814521296
5327500	5937500	-61.9301472143446	-36.697901430915
5332500	5937500	-61.8742284602082	-36.6987951664724
5337500	5937500	-61.8183072773115	-36.6996626551633
5342500	5937500	-61.7623837379444	-36.7005038934554
5347500	5937500	-61.7064579144159	-36.7013188779233
5352500	5937500	-61.6505298790536	-36.7021076052481
5357500	5937500	-61.5945997042031	-36.7028700722177
5362500	5937500	-61.5386674622273	-36.7036062757266
5367500	5937500	-61.4827332255056	-36.704316212776
5372500	5937500	-61.426797066434	-36.7049998804742
5377500	5937500	-61.3708590574238	-36.7056572760361
5382500	5937500	-61.3149192709014	-36.7062883967833
5387500	5937500	-61.2589777793075	-36.7068932401446
5392500	5937500	-61.2030346550969	-36.7074718036556
5397500	5937500	-61.1470899707373	-36.7080240849588
5402500	5937500	-61.0911437987093	-36.7085500818037
5407500	5937500	-61.0351962115055	-36.7090497920468
5412500	5937500	-60.97924728163	-36.7095232136516
5417500	5937500	-60.9232970815978	-36.7099703446888
5422500	5937500	-60.8673456839341	-36.7103911833359
5427500	5937500	-60.8113931611739	-36.7107857278777
5432500	5937500	-60.7554395858614	-36.711153976706
5437500	5937500	-60.6994850305493	-36.7114959283198
5442500	5937500	-60.6435295677981	-36.7118115813251
5447500	5937500	-60.587573270176	-36.7121009344354
5452500	5937500	-60.5316162102577	-36.7123639864709
5457500	5937500	-60.4756584606241	-36.7126007363594
5462500	5937500	-60.4197000938618	-36.7128111831357
5467500	5937500	-60.3637411825625	-36.7129953259419
5472500	5937500	-60.307781799322	-36.7131531640271
5127500	5942500	-64.1616587860847	-36.595746586332
5132500	5942500	-64.1059283541882	-36.5976829273492
5137500	5942500	-64.0501926363218	-36.5995932917774
5142500	5942500	-63.9944517033792	-36.6014776718851
5147500	5942500	-63.9387056262957	-36.6033360600445
5152500	5942500	-63.8829544760479	-36.6051684487315
5157500	5942500	-63.827198323653	-36.6069748305262
5162500	5942500	-63.7714372401685	-36.6087551981127
5167500	5942500	-63.7156712966912	-36.6105095442793
5172500	5942500	-63.6599005643573	-36.6122378619184
5177500	5942500	-63.6041251143409	-36.6139401440268
5182500	5942500	-63.5483450178546	-36.6156163837058
5187500	5942500	-63.4925603461477	-36.6172665741608
5192500	5942500	-63.4367711705069	-36.6188907087021
5197500	5942500	-63.3809775622545	-36.6204887807445
5202500	5942500	-63.325179592749	-36.6220607838074
5207500	5942500	-63.2693773333834	-36.6236067115152
5212500	5942500	-63.2135708555857	-36.6251265575968
5217500	5942500	-63.1577602308177	-36.6266203158864
5222500	5942500	-63.1019455305743	-36.6280879803228
5227500	5942500	-63.0461268263836	-36.6295295449501
5232500	5942500	-62.9903041898056	-36.6309450039175
5237500	5942500	-62.9344776924324	-36.6323343514793
5242500	5942500	-62.8786474058867	-36.633697581995
5247500	5942500	-62.8228134018222	-36.6350346899296
5252500	5942500	-62.7669757519221	-36.6363456698533
5257500	5942500	-62.7111345278994	-36.6376305164419
5262500	5942500	-62.6552898014957	-36.6388892244765
5267500	5942500	-62.5994416444809	-36.640121788844
5272500	5942500	-62.5435901286526	-36.6413282045367
5277500	5942500	-62.4877353258354	-36.6425084666526
5282500	5942500	-62.4318773078806	-36.6436625703956
5287500	5942500	-62.3760161466652	-36.6447905110753
5292500	5942500	-62.3201519140919	-36.6458922841071
5297500	5942500	-62.2642846820879	-36.6469678850122
5302500	5942500	-62.2084145226047	-36.648017309418
5307500	5942500	-62.1525415076177	-36.6490405530576
5312500	5942500	-62.096665709125	-36.6500376117704
5317500	5942500	-62.0407871991474	-36.6510084815018
5322500	5942500	-61.9849060497275	-36.6519531583032
5327500	5942500	-61.9290223329294	-36.6528716383323
5332500	5942500	-61.8731361208378	-36.6537639178531
5337500	5942500	-61.8172474855577	-36.6546299932357
5342500	5942500	-61.7613564992136	-36.6554698609567
5347500	5942500	-61.705463233949	-36.6562835175988
5352500	5942500	-61.6495677619259	-36.6570709598512
5357500	5942500	-61.5936701553241	-36.6578321845098
5362500	5942500	-61.5377704863408	-36.6585671884765
5367500	5942500	-61.4818688271897	-36.6592759687599
