"date"	"pr.87544"	"pr.87448"	"pr.87453"	"pr.87534"	"pr.87468"	"pr.87484"	"pr.87537"	"pr.87548"	"pr.87532"	"pr.87540"	"pr.87550"	"pr.87616"	"pr.87623"	"pr.87624"	"pr.87637"	"pr.87640"	"pr.87679"
1968-03-22	0	0	0	0.8	NA	0	NA	0	0	0	0	0	0	0	NA	0	5
1968-03-23	43.5	0	0	0	NA	0	NA	0	14.4	71	0	29.5	19.4	0	NA	68.2	3.9
1968-03-24	10.9	1.8	8.7	1.1	NA	8.3	NA	4.7	20.1	9.3	6.9	0.3	0	33.4	NA	9	0
1968-03-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-03-26	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-03-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-03-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-03-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-03-30	0	3.1	2.5	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-03-31	0	28.5	29.1	8	NA	1.5	NA	0	0	0	0	0	0	0	NA	0	0
1968-04-01	0	0	12.4	0.7	NA	0	NA	0	0	1.2	0	1.5	0.2	0	NA	0	NA
1968-04-02	0.8	0	0	0	NA	0	NA	0	1	5.3	0	0	0	0	NA	0.4	NA
1968-04-03	0	0	0	0.3	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-13	1.4	0	0	0	NA	0	NA	0	0	0	0	0.7	0	0	NA	0	NA
1968-04-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-15	0	18.7	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-16	0	7.4	2.5	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-17	0.4	0	0	0	NA	0	NA	0	1	0.5	2	0.5	1.5	0	NA	5	NA
1968-04-18	0	0	1.5	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	1.9	NA	0	NA
1968-04-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-21	0	1	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-26	0	0	4.2	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-04-29	0	0	0	0	NA	0	NA	0	0	0	0.1	0	0	0	NA	0	NA
1968-04-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	NA
1968-05-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-03	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-09	0	0	0	0	NA	4.1	NA	0	0	0	0.2	0	0	0.2	NA	0	2.2
1968-05-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-12	2.2	0	0	0	NA	4.6	NA	5.3	0	0	12.4	0	0	0	NA	1	0
1968-05-13	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-23	0	0.6	3.3	3.2	NA	1.2	NA	0.8	0	0.2	0.8	0	0	0	NA	0.2	0
1968-05-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-26	0	0	0	0	NA	2.5	NA	0.4	0	0	0	0	0	0	NA	0	0
1968-05-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-05-31	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-01	0	0	0	0	NA	0	NA	0.4	0	0	0	0	0	0	NA	0	0
1968-06-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-03	38.2	18.5	32.8	25.4	NA	0	NA	0	8.8	25.8	0	3.7	28.5	20.4	NA	0.5	14
1968-06-04	32.8	3	4.6	6.2	NA	27.4	NA	26.2	3	8	35.9	0	0	0.8	NA	62	21.5
1968-06-05	0	0.6	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0.4
1968-06-06	0.1	0.5	0	0	NA	0	NA	0	2	0	0	1	0	0	NA	2	0
1968-06-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-08	0	0	0.9	0	NA	0	NA	0	0	0	0	0	0.1	0	NA	0	0.6
1968-06-09	2.3	0	0	0	NA	0	NA	0	0.3	5.6	0	0	0	0	NA	0.5	NA
1968-06-10	0	0.2	3	0.6	NA	1	NA	0	3.4	0.4	0	0.5	4.4	2	NA	0	0
1968-06-11	4.4	0	0	0.5	NA	28.2	NA	10.2	0	2.6	7.8	1.1	0.9	0.2	NA	7	1.1
1968-06-12	0	0	0	0	NA	0	NA	0	0	0.3	0	0	0	0	NA	0	0
1968-06-13	0	0.2	0	0	NA	12.2	NA	0.7	0	0	0	0	0	0	NA	0	0
1968-06-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0.3	0.2	NA	0	0
1968-06-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0.2	NA	0	0
1968-06-16	0	0	0	0	NA	2.6	NA	0	0	0.2	0	0	0	0	NA	1.1	0
1968-06-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-18	0	0	0.3	0	NA	1.8	NA	2.5	3	0.4	4.3	0	0	0	NA	0	0.6
1968-06-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-22	0	0.1	1.5	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-23	0	1.4	10.5	7.3	NA	0	NA	0	0	0	0	0.3	0	0	NA	0.2	0
1968-06-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-06-25	0	0	0	0	NA	0.1	NA	0	0	0	0	0	0	0	NA	0	0.2
1968-06-26	0	0	0	0.6	NA	0.2	NA	1	0	0	8.3	0.5	0	0	NA	0	NA
1968-06-27	0	0	0	0	NA	0.3	NA	0.3	0	0	0.1	0	0	0	NA	0	0
1968-06-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0.1	0
1968-06-29	0	0	0	0	NA	0	NA	0	0	0.5	0	0	0	0	NA	0.2	0.3
1968-06-30	0.8	0	0	0.4	NA	11	NA	0.5	1	0	2	0	0.6	0.3	NA	0	0.4
1968-07-01	0	0	0	0	NA	0.3	NA	0	0	0	0.3	0	0	0.2	0	0	0
1968-07-02	0	0	0	0	NA	0	NA	0	0	0.3	1.4	0	0	0.2	0	1.5	0.6
1968-07-03	0	0	0	0	NA	0	NA	0	10	0	0	0	0	0	0	0	0
1968-07-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-07	0	0	0	0	NA	0	NA	7.6	0	0	0	0	0	0	0	0	0
1968-07-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1.5	0	0
1968-07-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0.8
1968-07-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-13	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-15	0	0	0	0	NA	0.3	NA	11.4	0	0	2.6	0	0	0	0	0	0
1968-07-16	3	0	0	0	NA	0	NA	1.4	0	0.5	0	0	0.1	0.8	0	1	0.2
1968-07-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-18	0.1	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1.2	0	0.4
1968-07-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-23	0	0	0	0	NA	0	NA	0	3	2.7	0	0	0	0.1	3.4	5	6
1968-07-24	0	0	0	0	NA	0.2	NA	0	0	0	0	0	0	0	0	0	0
1968-07-25	0	0	0	0	NA	0.1	NA	0	0	0	0	0.5	0	0.4	0	0	0
1968-07-26	0	0	0	0	NA	0	NA	0	0	0	0	2	1	2.4	0	0	0
1968-07-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-07-31	32.3	4.4	0	10.4	NA	0	NA	1.3	39.2	50.4	10.3	10.8	21.2	34.3	20.3	30.5	15.6
1968-08-01	6.8	0	0	7	NA	9.2	NA	17.4	0.3	1.2	30	0	0	0	0	11.5	0
1968-08-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-03	0	0	0	1.2	NA	0	NA	0	0	0.4	0	0	0	0	0	0	0
1968-08-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0.3	0	0	NA
1968-08-05	2.2	3.7	0.3	6.3	NA	0	NA	0	0.8	6.6	0.4	0	0	0	0	4.5	NA
1968-08-06	6.1	15.4	10.5	22.7	NA	4.1	NA	2.6	0	0	8.8	0	0	0	0	2.2	0
1968-08-07	2.8	0.1	0.2	0.5	NA	0	NA	0	0	3.2	2.9	0	2.8	2	1.5	3.5	2
1968-08-08	0	0	0	0	NA	0	NA	0	0	0	2.7	0	0	0	0	0.6	0
1968-08-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-12	0	0	0	0	NA	0	NA	1.2	0	0	0.1	5.8	2	0.5	18.2	0	4.4
1968-08-13	0	0	0	0	NA	0.6	NA	0	0	0	0	0	0	0	0	0	0
1968-08-14	0.3	0	0	0	NA	3.5	NA	3	0	0	3.6	0	0	0	2.5	7	0.5
1968-08-15	0	0	0	0	NA	1.6	NA	0	0	0	0.1	0	0	0	0	4.5	0
1968-08-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-17	1.8	9	0	0	NA	24.4	NA	9.8	0	0	36.3	0	0	0	0	10	0.5
1968-08-18	0	0	0	0	NA	0.8	NA	0	0	0	0	0	0	0	0	0	0
1968-08-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0.5	0.3	0	0
1968-08-20	0	0	0	0	NA	0.8	NA	1.3	0	0	0.8	0	0	0	4.5	2.5	0
1968-08-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1968-08-26	0	12.9	24.3	34.1	NA	0	NA	0	26.4	0.6	0	30	94.5	70.7	0	0	0
1968-08-27	18	0	0	0.2	NA	33.9	NA	29.4	2.6	8	39.1	0	1	0.3	11.2	16	2.5
1968-08-28	0	0	0	0	NA	0	NA	0.6	0	0	0	0	0	0	0	0	0
1968-08-29	0	0	0	0	NA	0	NA	0	0	0	0.1	0	0	0	0	0	0
1968-08-30	16.4	0	0	0	NA	0	NA	1.2	22.3	13.8	20.3	0	0	0	0	18	0
1968-08-31	0	0	0	0	NA	4.4	NA	9.5	0	0	0.1	0	0	0	0	0	0.2
1968-09-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-03	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-13	0	0	11.8	0.7	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-14	0	0	0	0.3	NA	0	NA	0	1.8	0	0	0	0.4	0	NA	0	0
1968-09-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-17	0	0	0	0	NA	0	NA	0	0	0	0	3	1	0	NA	0	2
1968-09-18	5	0	0	0.2	NA	0	NA	0	6.1	14.3	6.6	3.2	5.4	6.7	NA	11.8	11.8
1968-09-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0.5	0
1968-09-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-24	14.5	7.5	4	1.9	NA	0.2	NA	2.7	6.8	27.8	6.6	0	8.4	5.5	NA	23	8.4
1968-09-25	18.7	1	0.9	7.6	NA	5	NA	8.7	6.3	5.8	6	1.3	6	13	NA	13	13.4
1968-09-26	0	0	0	0	NA	0	NA	0	0	0	0	6	3	0	NA	0	0
1968-09-27	8.6	7.2	15.8	40.1	NA	28.1	NA	6.9	35.8	27.4	15.3	34.4	32	21	NA	9	13.3
1968-09-28	0.2	0	0	0.7	NA	0.8	NA	0	0	0.4	0.1	0	0	6.4	NA	0	1.3
1968-09-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-09-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-01	0.4	0	0	0	NA	0	NA	1.3	0	0.7	0	0	0	0	NA	0	0
1968-10-02	11.8	0	0.3	9.7	NA	57	NA	25	2.6	2.2	13	0.2	1	0	NA	2	0
1968-10-03	7.2	0	0	3.9	NA	27.5	NA	15.6	14.7	7.1	24.8	0.5	8.6	5.9	NA	5	4.8
1968-10-04	0.4	0	0	0.2	NA	0.7	NA	2.3	NA	0	0.8	0	0	0	NA	1	0
1968-10-05	7.8	0	0.1	9	NA	1.5	NA	7.4	0	0	16.3	0	0	0	NA	12	0
1968-10-06	5.2	0	0	0	NA	3.5	NA	41.8	0	8	8.3	0	0	0	NA	13	0
1968-10-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-08	0	0.6	12	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-09	3.2	50.2	26	16.4	NA	2.3	NA	3.7	5	3.7	5.4	4.1	4.8	2.8	NA	13	3
1968-10-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-12	0	0	0	0	NA	0	NA	0	0	0	0	0.7	0	0	NA	0	0
1968-10-13	0	37.6	11	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-14	0	0	0	4.8	NA	0	NA	0	15.4	3.7	0	4.8	14	0	NA	0	3.5
1968-10-15	8.3	2.6	0	18.2	NA	9.6	NA	5.4	0.6	22.2	11.5	3.8	1	22.2	NA	1	16.9
1968-10-16	0	0	0.6	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-17	0	0	0	0.3	NA	0	NA	0	0.3	0	0	0	0	0	NA	0	0.5
1968-10-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-22	49.9	0	0	0	NA	0	NA	4.8	6.5	23.7	10.7	0	0	0	NA	35	0
1968-10-23	0.9	1	1	0.4	NA	41.1	NA	17.3	0.1	0.7	6.7	2	0	0	NA	2.5	0
1968-10-24	17.3	1	1.8	1.6	NA	11.3	NA	12.4	8.5	16.6	11.6	29.5	28.4	26.2	NA	20.5	37.1
1968-10-25	0.3	1.7	0.5	1.4	NA	0	NA	2	1	2	1	0.3	0.1	1.9	NA	NA	0
1968-10-26	0	0.7	0.3	0.2	NA	0	NA	0	0.2	0.3	0	7.5	7.6	0	NA	0	0
1968-10-27	0	8	4.3	0.5	NA	0.3	NA	0.2	9.4	6.7	2.6	10	11.6	19.8	NA	0	7.1
1968-10-28	0	0	0.4	0	NA	0	NA	0	0	0	0.1	0	0	0	NA	0	0
1968-10-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-10-31	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	2.8
1968-11-01	5	2.5	8	15.9	NA	26	NA	29.8	14.9	6.2	7.3	2.8	11.9	20.2	NA	0	15.3
1968-11-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0.2	0
1968-11-03	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-05	16.8	24.6	17.5	40.5	NA	22.1	NA	64.8	17.5	31.6	47.1	31.2	28	28	NA	15	27.5
1968-11-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-07	0.3	0	0	0	NA	0	NA	0	18.7	15.4	0	6.5	17.1	8	NA	5	7.8
1968-11-08	0.4	0	2.5	0.1	NA	0.1	NA	0	14.3	3.2	8.5	0	0.3	4	NA	2	0
1968-11-09	8.3	0	0	0.3	NA	2.1	NA	12.1	3.3	14	4.5	7.7	37	38.2	NA	52	15.5
1968-11-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-13	0	0	22	0	NA	0	NA	0	1	0.7	0	0	0.5	1.3	NA	0	2.2
1968-11-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-15	0	0	0	0	NA	0	NA	0	0	0	0	8.8	0	0	NA	0	0
1968-11-16	6.7	0	0	0	NA	0	NA	5	5.5	3.7	20	0	0	0	NA	0	0
1968-11-17	0	0	0	0	NA	0	NA	0.8	0	0	1.7	0	0	0	NA	0	0
1968-11-18	0	0	0	0	NA	0	NA	0	0	0	0	0	37.3	0	NA	0	13.7
1968-11-19	6.7	0	0	0	NA	0	NA	0	0	6.6	0	11.3	8	34	NA	1	14
1968-11-20	1.5	0	0	0	NA	43	NA	17	0	0	19.5	0	0	5.6	NA	10	0.7
1968-11-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-24	0	34	25	3.4	NA	0	NA	0	0	0	0	1.5	0	0	NA	0	0
1968-11-25	0	4	7.4	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-26	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-28	0	0	3.5	4.5	NA	1	NA	0.3	0	0	2	0	8	3.8	NA	1	0.5
1968-11-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-11-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-02	0	0	0	0	NA	0	NA	0	0	0	0	0.8	1.9	0	NA	0	0
1968-12-03	0.5	12	12.6	13.6	NA	0	NA	6.6	0	0.2	0.6	0	0	0	NA	2	0
1968-12-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-05	0	2	12	0	NA	0	NA	2.6	11	0	0.5	0	0.5	0	NA	0	0
1968-12-06	0	0	0	0	NA	0	NA	0	12.4	0	0	9	5.5	0.5	NA	0	0
1968-12-07	2.7	2.5	75	3.1	NA	0	NA	0	0	4	0.6	0	0	2.3	NA	9	3.3
1968-12-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-09	7.2	0	0	9.4	NA	3.2	NA	4.5	22.7	17.4	4.5	2.9	14.1	17.2	NA	6	25.3
1968-12-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	7.1	NA	0	0
1968-12-11	46.4	0	0	1	NA	0	NA	0.6	12.7	18	34.4	0	0	0	NA	44	6.3
1968-12-12	0	0	0	0	NA	1.5	NA	0.2	0	0	0.9	0	0	0	NA	0	0
1968-12-13	3.9	0	0	0	NA	2.5	NA	16.3	0	0.7	21.6	0	0	0	NA	3	0
1968-12-14	9.9	14	6.7	23.4	NA	14.3	NA	11.9	5	3.3	6.8	0	4.7	1.5	NA	11	14.9
1968-12-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	1.3
1968-12-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-17	0.8	0	0	5.1	NA	0.8	NA	0	2	12.7	0	21.9	23	0	NA	0	4.5
1968-12-18	20.5	15.4	38	14.3	NA	28.9	NA	10.2	10	4.3	18.3	1.3	0.3	20	NA	19	1.8
1968-12-19	3.3	1	10.5	7.8	NA	11.3	NA	6.8	21.4	33.6	0.6	19.4	15	8.5	NA	11	3.5
1968-12-20	0	0	20	5.3	NA	15.2	NA	11	0	0	0	0	0	0	NA	0	0
1968-12-21	0	1	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-22	1.1	12.7	15.5	16.6	NA	40.2	NA	25	8.1	3.7	8.5	0	0	2	NA	0	20.3
1968-12-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	1
1968-12-25	0.2	3	5	9.1	NA	0	NA	0	1.8	0.3	0	8.8	3.4	3.9	NA	0	1.3
1968-12-26	38.5	1.5	3.3	6.2	NA	9.2	NA	11.1	0.4	15.4	10	0	5.2	4.4	NA	9	4.2
1968-12-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1968-12-28	0	0	0	0	NA	0	NA	0	0	0	0	37.5	0	0	NA	0	12.2
1968-12-29	4.8	24	35	20.5	NA	2	NA	11.3	24.2	17.5	16.3	5	38	30.6	NA	4.5	54.5
1968-12-30	2.4	0	9.5	6	NA	3.2	NA	15.9	5.5	5	32.4	23.2	14.6	13	NA	1.5	3.3
1968-12-31	0	0	0	0	NA	0	NA	0.4	0	0	0	0	0	5.4	NA	0	0.3
