"date"	"pr.87544"	"pr.87448"	"pr.87453"	"pr.87534"	"pr.87468"	"pr.87484"	"pr.87537"	"pr.87548"	"pr.87532"	"pr.87540"	"pr.87550"	"pr.87616"	"pr.87623"	"pr.87624"	"pr.87637"	"pr.87640"	"pr.87679"
2004-04-17	2	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0.1	0
2004-04-18	2	0	0	0	0	0	0	0	0	NA	0.7	NA	0	0	0	0.5	0
2004-04-19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
2004-04-20	0	0	0	0	0	0	0	0	0	2	0	0	0.2	0	0	0	5
2004-04-21	0.2	2	5	0.6	2.5	0	0	3	1	7	11	34	19.4	15.3	0	5.6	0
2004-04-22	0.8	0	0	1	0	15.2	5	0.7	8	6	0.7	2	35.1	20	17	1.7	35
2004-04-23	0	0	1	0.2	0	0.2	0	0	0	0	0.1	0	0.3	0	0	0	0
2004-04-24	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-04-25	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-04-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-04-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-04-28	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0
2004-04-29	0	0	0	0	1	6	0	3	0	0	0.3	0	0	0	0	0	0
2004-04-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-01	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0.5
2004-05-02	0	25	6	2	0	0	0	0	0	NA	0	NA	0.1	0	0	0.5	0
2004-05-03	0	9	38	19	17	0	0	0.5	0	0	0.4	0	0	0	0	0	0
2004-05-04	0	0	3	1	13	6.4	0	1	0	0	0.1	0	0	0	0	0	0
2004-05-05	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-08	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-05-09	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-05-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-11	0	4	3	2	0	0	0	0	14	2	0	0	1	0	0	2.5	0
2004-05-12	0	32	36	19	0	0	2	0	0	0	0	0	0	0	0	0	0.1
2004-05-13	0	1	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2004-05-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-15	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-05-16	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-05-17	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
2004-05-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-19	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0
2004-05-20	0	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-21	0	0	0	0	0.2	0	0	0	0.3	0	1	0	0.3	0.3	0	0.1	0
2004-05-22	0	37	37	35	8	0.5	0	16	27	2	0.5	0	7	3	0	0	0
2004-05-23	0.4	57	74	82	41.5	26	0	64	1	NA	2	NA	0	0	0	0.8	0
2004-05-24	17	17	22	14	0.5	39	0	8	5	12	15	0	0	2	0	5.8	0
2004-05-25	1	0	0	0.2	1	1.4	0	4	0	0	10	0	0	0	0	6	0
2004-05-26	0	0	0	0	0	7.8	0	0	0	0	0	0	0	0	0	0	0
2004-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-05-29	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-05-30	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-05-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-05	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-06-06	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-06-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2004-06-10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	3
2004-06-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-12	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-06-13	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-06-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-16	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2
2004-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-19	7	0	0	0	0	0	0	0	0.3	4	2	0	3	2.5	18	7.5	0.8
2004-06-20	0.5	0	0	0	0	0	0	0	0	NA	10	NA	0.2	1.5	0	13.5	0
2004-06-21	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0
2004-06-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-06-24	0	0	0	0	0	0	0	0	1	10	0.6	0	0	0	0	0	0
2004-06-25	2	0	0	0	0	0	0	0	2	4	4	0	0	0	0	4.5	0
2004-06-26	0	0	0	0	0	0.2	0	0	0	NA	0	0	0	0	0	0	0
2004-06-27	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-06-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
2004-06-29	0	0	0	0	0	0	0	1	0	0	0.3	0	0	0	0	0	0
2004-06-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-01	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
2004-07-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-03	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-07-04	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0.5	0.4	0.7
2004-07-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-08	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	3
2004-07-09	0	0	0	0	0	0	0	0	0	0	0.4	0	0.2	0	0	0.4	0
2004-07-10	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-07-11	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-07-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-17	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-07-18	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-07-19	0	0	0	0	0	0	0	0	0	3	0	0	0.4	0.7	2	0	4
2004-07-20	0	0	0	7	4	0	0	0	4	10	0	0	6	10	2	0	4
2004-07-21	64	0	2	12	8	0	0	18	7	0	22	0.5	2	5.7	70	22	63
2004-07-22	17	1	0	0.5	0	0	47	0	27	63	0	6	13	37	45	0.5	24
2004-07-23	6	0	0	0	0	0	1	8	0	0	13	0	0	0	4	9.5	5
2004-07-24	0	0	0	0	0	13.7	0	2	0	NA	0.7	0	3	4.8	5	28.2	17
2004-07-25	0	0	0	0	0	0	0	0	0	NA	0.2	NA	0.1	0	0.5	0.3	0
2004-07-26	1	2	1	0	0	0	0	0	0.4	3	0	0	0.1	0	3	0	5
2004-07-27	23	31	29	31	27	0	25	15	53	30	30	3.5	49	49.5	9	22.5	18
2004-07-28	2	0	0	0	0	9.1	3	1	0	8	3	0	0	0	3	0.5	0.3
2004-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-07-31	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-08-01	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-08-02	0	0	0	0	0	0	0	0	0	0	0.3	NA	0	0	0	0	0
2004-08-03	0	0	2	0	0	0	0	0	0	2	0	NA	0	0	4	0	2
2004-08-04	6	2	5	11	27.5	0	0	34	0	0	31	NA	4	0	0	20	1
2004-08-05	0	0	0	0	0	46	9	0	0	0	0.3	NA	0.2	0	0	0	0
2004-08-06	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	2
2004-08-07	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-08-08	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-08-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-11	0.2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	4
2004-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-13	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0
2004-08-14	0	1	0	0	0	0	0	0	0	NA	0	0	0.3	0	3	0	5
2004-08-15	1	0	1	0.4	5	0	0	9	0	NA	9	NA	0	0	0	2	0
2004-08-16	10	3	2.6	2	0	8.1	0	9	13	16	8	16	21	17.5	14	16	5
2004-08-17	3	2	5	0.9	0	2.2	3.5	1	2	9	5	3	5	4.5	13	3.6	4
2004-08-18	0	0	0	1	0.3	0	0.8	0	0	0	0	0	0	0	0	0	0
2004-08-19	7	0.6	0	5	2	1	8	14	6	8	8	10	14	10	3	12.6	5
2004-08-20	6	0	0	0.7	0	4.8	1	0.5	0	15	9	2.5	0.5	0.5	8	19.5	7
2004-08-21	0	0	0	0	0	0	0	0	0	NA	0.3	0	0	0	0	0	0
2004-08-22	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-08-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.3	0.1
2004-08-28	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-08-29	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-08-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-08-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.2
2004-09-01	0	0	0	0	0	0	0	11	0	0	0.4	0	0	0	0	0	0
2004-09-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	20
2004-09-04	4	0	0	0	0	0	0	0	0	NA	0.8	0	2	0.5	10	1.5	5
2004-09-05	0	0	0	0	0	0	0	0	0	NA	4	NA	0	0	0	0	0
2004-09-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-07	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
2004-09-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-11	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-09-12	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-09-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-18	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-09-19	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-09-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-21	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
2004-09-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2004-09-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
2004-09-26	0	0	0	0	0	0	0	0	2	NA	0	NA	0.7	4	6	0	6
2004-09-27	2	0	0	0.9	0	0	0	0	3	8	2	0	0	2.5	8	0.5	8
2004-09-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-09-29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0.2
2004-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004-10-01	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-10-02	0	0	0.5	0	0	0	0	0.7	0	NA	0	NA	0	0	0	0	0
2004-10-03	0	0	0	0	0	0	11	0	0	NA	0	NA	0	0	0	0	0
2004-10-04	0	0	0	2	0	0	0	0	0	0	0	NA	0.3	0	0	0	0
2004-10-05	0	0	0	0	0	0	0	0	0	0	0	NA	0	3	0	0	0
2004-10-06	0.5	0	0	0	0	0	0	0	0	2	0	NA	0	0	2	0.7	2
2004-10-07	5	21	8	13	2.5	0	0	0	32	23	0.2	NA	19	17	21	4.5	24
2004-10-08	8	8	16	20	25.5	0.8	13	22	4	9	8	NA	0	0	3	0	1
2004-10-09	0	0.3	0.5	0.9	0	3	13.5	0.2	1	NA	1	NA	4	5	8	15	26
2004-10-10	0.2	0	0	0	0	0	7	0	5	NA	0	NA	6	4	0.5	0	4
2004-10-11	51	27	26	40	3	0	3	6	42	80	22	NA	57	80	44	38.5	35
2004-10-12	1	0	1	0.2	0	7	49	0.5	0	6	4	NA	4	0.4	28	4.2	22
2004-10-13	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0.2	0	0.7
2004-10-14	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-10-15	35	0	32	24	37	0	0	23	0	10	33	NA	0	0	8	20.2	5
2004-10-16	0	0	0	0	0	28.8	26.5	0	0	NA	0	NA	0.1	0	0	0	0
2004-10-17	0	0	11	9	10	0	9.5	11	0	NA	6	NA	0	0	0.2	2	0
2004-10-18	0	0	0	0	0	15	0	0	0	0	0	NA	0	0	0	0	0
2004-10-19	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-10-20	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-10-21	1	0	0	0	0	0	0	0	10	9	0	NA	0	0	0.2	0.2	3
2004-10-22	2	0	0	0	3	0	0	2	0	0	2	NA	0	0	0	3	0
2004-10-23	0	0	0	0	0	6.4	0	0	0	NA	0	NA	0	0	0	0	0
2004-10-24	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0.2	0	0
2004-10-25	3	0	0	0	0	0	0	0.1	0	1	0	NA	0	0	0.1	0	0
2004-10-26	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-10-27	0	0	0	0	0	0.2	0	0	0	0	0	NA	0	0	0	0	0
2004-10-28	0	0	0	0	1	0	0	0	0	0	2	NA	0	0	0	0	0
2004-10-29	0	1	0	0	0.3	0.2	0	0.7	0	0	4	NA	0	0	0	0	0
2004-10-30	0	0	0	0	0	0.5	0	0	0	2	0	NA	0	0	0	0	0
2004-10-31	0.5	0	0	0	0	0	0	0	0	NA	0.7	NA	0	0	3	10.2	8
2004-11-01	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	17	0	21
2004-11-02	4	0	0	13	7	0	0	7	2	2	0	NA	0	0	0	2.5	0
2004-11-03	3	0	2	0	0	38.5	0	0	0	6	5	NA	0	0	0.7	3	3
2004-11-04	15	2	4	3	4	0	4	26	6	6	17	NA	3	5	3.7	10	8
2004-11-05	0	0	0	0	0	9.2	4.5	0	0	0	0	NA	0	0	0	0	0
2004-11-06	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-11-07	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-11-08	0	0	1	0	0	0	0	0	0	0	0	NA	8	7	0	0	2
2004-11-09	0.5	1	1	3	0.5	0	0	0	0.2	3	0.2	NA	3	20	0	0	0
2004-11-10	3	0	0	1	0	0	0	0.2	2	0	0.5	NA	0.2	2.9	0	3	0
2004-11-11	0	0	0	0	0	0	1.2	0	0.8	0	0	NA	0	0	0	0	0
2004-11-12	20	1	0	0.7	0	0	0	0	11	6	0	NA	23	10.5	0	0	0
2004-11-13	34	2	6	16	12	0	9	18	25	58	10	NA	19	17.5	9	24	18
2004-11-14	0	2	0	26	25.5	18.3	21.5	0	0	NA	0	NA	0	0	0	0	0
2004-11-15	0	6	10	15	13.5	10.5	5.8	3	17	0	12	NA	7	15	0	0	5
2004-11-16	0.5	0	0	0	0	4.2	7.9	0	0	0	0	NA	0.1	0	0.2	3	0
2004-11-17	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-11-18	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-11-19	0	0	0	2	0	0	0	0	0	0	0	NA	0.1	0	0	0	0
2004-11-20	0	0	0	0	0	0	1.5	0	9	NA	0	NA	8	3.5	0	0	0
2004-11-21	2	0	0	5	2.5	0	0	0.3	31.3	NA	0.4	NA	7	5	0.2	0	26
2004-11-22	14	12	2	5	0.6	0.9	24	0	18	16	5	NA	3	6.2	0.2	8	0
2004-11-23	10	9	12	2	13	0	23	22	3	2	0.9	NA	0	0	0	1	0
2004-11-24	0	10	6	2	0	2.1	9.5	0.3	0.6	4	0	NA	6	8	0	0	0
2004-11-25	42	4	9	1	0	0.6	0	0.1	42	25	9	NA	4	9	0	14	45
2004-11-26	2	2	2	8	0.4	0	0	35	0	0	21	NA	0	0	0	3	0
2004-11-27	4	0	0	0	0	7.5	0	0	0	NA	0	NA	0	0	0	6	4
2004-11-28	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	24	0.1	21
2004-11-29	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-11-30	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-12-01	0	0	0	0	0	0	0	0	28	33	0	NA	47	36	16	0	27
2004-12-02	101	14	18	9	20	0	0	8	113.5	142	36	NA	47	50	86	42	69
2004-12-03	7	0	1	0.1	8	5.6	14	25	0	0	13	NA	0	0	0.8	14	5
2004-12-04	0	0	0	0	0	37.2	0	0	0	NA	0	NA	0.1	1.5	0	0	0
2004-12-05	1	0	14	7	4	0	0	8	0	NA	0.5	NA	0	0	0.2	0	0.6
2004-12-06	0	2	2	0.4	0	1.3	0	0	0.5	0	0	NA	0	0	0	0	0
2004-12-07	23	0	27	10	10	0	0	36	27	43	44	NA	8	6	5	13	32
2004-12-08	0	0	0	0	0	2.1	5.5	0	0	0	16	NA	0	0	0	10	0.7
2004-12-09	0	0	0	0	0	0	0	28	0	0	1	NA	0	0	0	0	0
2004-12-10	0	0	0	0	0	7.7	0	0	0	0	0	NA	0	0	0	0	0
2004-12-11	0	0	0	0	0	0	0	0	0	NA	0	NA	12	5.5	0	0	0
2004-12-12	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-12-13	12	0.5	25	43	0	0	0	24	16	16	26	NA	12	11	0	20	0
2004-12-14	35	5	0	30	15	0	24.5	0.6	40	29	24	NA	7	5.7	19	19	12.5
2004-12-15	7	0	1	0	30	0	34	29	0	0	30	NA	0	0	0	21	0
2004-12-16	0	0	0	0	0	29	0	0	0	0	0	NA	0	0	0	0	0
2004-12-17	0	0	6	18	8.5	0	0	4	0	8	0	NA	0.4	0	0	13	0
2004-12-18	0	1	0	14	3.5	3.7	5.5	42	5	5	0	NA	0.3	0	0	0	0.5
2004-12-19	0	0	0	0	0	16.4	4	0	0	NA	0	NA	0	0	0	0	0
2004-12-20	0	3	13	2	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-12-21	0	0	0	2	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-12-22	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-12-23	11	13	5	26	15	0	17.3	24	25	27	13	NA	19	17.5	10	7	13
2004-12-24	2	0	0	0	0	20.7	5	1	1	4	0.5	NA	1	5	16	6	52
2004-12-25	0	0	0	0	0	9.1	0	0	0	NA	0.5	NA	0	0	5	0.6	5
2004-12-26	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2004-12-27	0	0.8	0	4	0	0	0	0	1	0	0	NA	0	0	0	0	0
2004-12-28	65	6	23	14	12	0	0	0.1	0	0	1	NA	0	0	0	0.3	0
2004-12-29	0	0	0	0	0	0.1	0	0	0	0	0	NA	0	0	0	0	0
2004-12-30	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2004-12-31	0	0	9	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2005-01-01	0	3	0	0	0	0	0	0	2	NA	0	NA	0	2.5	0	0	0
2005-01-02	15	0	0	0	5.1	0	13	51.7	7	NA	1	NA	9	13	0	0	9
2005-01-03	0	0	0	0	0	15.2	14.5	0.6	0	0	0	NA	0	0	0	0	0
2005-01-04	0	25	53	0	0	0.3	0	0	62.5	0	0	NA	0	0	0	0	0
2005-01-05	0	50	28	13.2	1	0	7	0	0	0	0	NA	2	0	0	0	0
2005-01-06	2	0	6	0	0	0	85	0	0	0	0	NA	4	6.5	12.5	0	10
2005-01-07	45	22	44	59	15	0	0	5	15	23	56	NA	0	0	9	28	0
2005-01-08	0	0	38	0.2	1.5	0.3	0	0	0	NA	0	NA	0	0	0	0	0
2005-01-09	0	0	0	0	0	1.6	0	0	0	NA	0	NA	0	0	0	0	0
2005-01-10	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2005-01-11	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	6	0	0
2005-01-12	0	0	0	0	1	0	0	1.5	0	0	11	NA	0.2	0	9	0	3
2005-01-13	0	0	0.3	0.3	0	0	0	0	0	0	0	NA	0	0	0	1	0
2005-01-14	12	0	37	5	9	0	0	14	0	13	9	NA	0	0	7.5	17	8
2005-01-15	0	0	0	0	0	24.6	9.5	0	0	NA	0	NA	0	0	0	0	0
2005-01-16	0	0	0	0	0	0	1	0	0	NA	0	NA	0	0	0	0	0
2005-01-17	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2005-01-18	0	0	0.5	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2005-01-19	0	0	0	0	0.1	0	0	0	0	0	0	NA	0	0	0	0	0
2005-01-20	0	0	0	0	0	0.1	0	0	0	0	0	NA	0	0	0	0	0
2005-01-21	6	0	0	3	0	0	0	0.6	6	80	5	NA	12	9	2	5	5
2005-01-22	0	0	0	11	0	0.4	0	5.4	0	NA	0.3	NA	0	0	0	0	0
2005-01-23	0	6	5	14	5	1	0	0	2	NA	0	NA	0	0	0	0	0
2005-01-24	0	0	0	0	0	0	6	0	0	0	0	NA	0	0	0	0	0
2005-01-25	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
2005-01-26	0	0	0	0	0	0	0	0	0	0	0	NA	0.3	4	0	0	0
2005-01-27	0	0.2	0	0.3	0	0	0	0	2	5	0	NA	3	4	0	0	0.2
2005-01-28	0	16	0	34	16	0	0	3.7	5	0	0.2	NA	0.3	3.5	7.6	0	5
2005-01-29	28	3	50	27	33	8.6	13	58.6	9	15	61	NA	7	105	32.5	27	28
2005-01-30	0	8	26	4	9	35.5	48	32.8	0	NA	12	NA	0	0	0	0.5	0
2005-01-31	0	0	0	0	0	9	2	0	0	0	0	NA	0	0	0	0	0
2005-02-01	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-02	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-03	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-04	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-05	0	0	2	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-06	61	5	5	10	4.5	0	0	14.5	4	NA	22	NA	14.8	10	50.9	24	24
2005-02-07	8	1	0	0.4	0.9	58.5	11	19	0	NA	26	NA	0	0	18.8	113	0.5
2005-02-08	0	0	0	0	0	26.5	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-09	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0.2	0
2005-02-10	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-11	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-12	0	0	0	0	0	0	0	0	0	NA	0.8	NA	0	0	0	0	0
2005-02-13	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0.4	0	0
2005-02-14	0	1	0	0	0	0	0	0	0	NA	12	NA	0	0	0	5	0
2005-02-15	28	0	36	13	0.5	0	0	0	3	NA	3	NA	11.7	12	25	46	10
2005-02-16	0	0	0	0	0	0	38	0	0	NA	0	NA	0	0	0	0	0
2005-02-17	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-18	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0
2005-02-19	2	0.3	0	2	0	0	0	0	28	NA	0	NA	0	0	1.5	0	4
2005-02-20	0	0.3	2	14	10	0	3.5	3	0	NA	1	NA	0	0	0	0	0
2005-02-21	0	0	0	0	0	1.6	0	0	0	NA	0	NA	0	0	7.8	0	12
2005-02-22	0	6	34	0	0	0	0	0	3	NA	0	NA	0	0	0	0	0
2005-02-23	0	0	44	0	1	0	0	0	0	NA	0	NA	0	0	0	3	0
2005-02-24	0	0	0	0	0	0.8	0	0	0	NA	3	NA	0	0	2	0	1
